id_parceiro,nome_parceiro,ano_base_eleitoral,uf_base_eleitoral,cargo_disputado,status_processamento,mensagem,candidato_identificado,numero,sq_candidato,metodo_selecao,total_votos_parceiro,municipios_com_votos,locais_votacao_com_votos,secoes_com_votos,json_dashboard
gabi-goncalves,Gabi Gonçalves,2022,AL,Deputado Estadual,PROCESSADO,Parceiro processado com sucesso.,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,11789,20001636056,maior_votacao_possivel,29336,98,107,565,C:\Users\user\Documents\Workspace\campanha_2026\alagoas-political-intelligence\data\dashboard\parceiros\gabi-goncalves\gabi-goncalves_territorial_2022.json
