municipio,NR_ZONA,NR_LOCAL_VOTACAO,local_votacao,endereco_local_votacao,regiao_estimada,votos_parceiro,secoes_com_voto,percentual_votos_parceiro,forca_reduto,ranking_local_parceiro,municipio_norm,zona_norm,local_num_norm_parceiro,local_votacao_parceiro,local_nome_norm,endereco_parceiro,votos_parceiro_local,forca_reduto_parceiro,nome_parceiro,local_num_norm_vereador,local_nome,endereco_local,vereador,partido_vereador,votos_vereador_local,ranking_vereador_no_local,tipo_cruzamento,zona_norm_parceiro,zona_norm_vereador,potencial_votos_50pct_parceiro,potencial_votos_50pct_vereador,potencial_votos,potencial_davi_10pct_local,potencial_davi_15pct_local,potencial_davi_20pct_local,score_parceiro_local,score_vereador_local,score_potencial_davi,indice_convergencia,classificacao_convergencia,formula_potencial_votos,acao_recomendada,observacao_metodologica,ranking_convergencia,id_parceiro,ranking_consolidado
RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAUL S,528,7,1.7998,NÚCLEO FORTE,8,RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,ALINE BIANA CAVALCANTE,UNIÃO,64,7,MUNICIPIO_ZONA_NOME_LOCAL,,,264,32,296,296,296,296,46.6,12.57,41.99,36.71,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador ALINE BIANA CAVALCANTE no território do local de votação GRUPO ESCOLAR MANOEL SOARES DE SOUZA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,101,gabi-goncalves,101
RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAUL S,528,7,1.7998,NÚCLEO FORTE,8,RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAFAEL RUDSON FEITOSA PINTO,PP,64,8,MUNICIPIO_ZONA_NOME_LOCAL,,,264,32,296,296,296,296,46.6,12.57,41.99,36.71,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador RAFAEL RUDSON FEITOSA PINTO no território do local de votação GRUPO ESCOLAR MANOEL SOARES DE SOUZA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,102,gabi-goncalves,102
RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,NÃO INFORMADO,511,6,1.7419,NÚCLEO FORTE,9,RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,511,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,EFRAIN VERÇOLINO DA SILVA,AVANTE,78,9,MUNICIPIO_ZONA_NOME_LOCAL,,,256,39,295,295,295,295,45.1,15.32,41.84,36.68,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador EFRAIN VERÇOLINO DA SILVA no território do local de votação ESCOLA DE ENSINO FUND DR GASTAO OITICICA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,104,gabi-goncalves,103
RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,NÃO INFORMADO,555,7,1.8919,NÚCLEO FORTE,5,RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEICAO,EUCLIDES AFONSO DE MELO S/N,555,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,EFRAIN VERÇOLINO DA SILVA,AVANTE,38,10,MUNICIPIO_ZONA_NOME_LOCAL,,,278,19,297,297,297,297,48.98,7.47,42.13,36.55,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador EFRAIN VERÇOLINO DA SILVA no território do local de votação ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,100,gabi-goncalves,104
RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,MILITAR,507,9,1.7283,NÚCLEO FORTE,10,RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,507,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,MÁRCIO SOARES CAVALCANTE,PP,79,5,MUNICIPIO_ZONA_NOME_LOCAL,,,254,40,294,294,294,294,44.75,15.52,41.7,36.53,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador MÁRCIO SOARES CAVALCANTE no território do local de votação ESCOLA ESTADUAL SANTOS DUMONT. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,106,gabi-goncalves,105
RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,NÃO INFORMADO,555,7,1.8919,NÚCLEO FORTE,5,RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEICAO,EUCLIDES AFONSO DE MELO S/N,555,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,CAMILLY CABRAL CORREIA ALVES DE OLIVEIRA,PDT,37,11,MUNICIPIO_ZONA_NOME_LOCAL,,,278,18,296,296,296,296,48.98,7.27,41.99,36.46,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador CAMILLY CABRAL CORREIA ALVES DE OLIVEIRA no território do local de votação ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,103,gabi-goncalves,106
RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAUL S,528,7,1.7998,NÚCLEO FORTE,8,RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,NADIELLE NAYARA DA COSTA LOPES,PP,60,9,MUNICIPIO_ZONA_NOME_LOCAL,,,264,30,294,294,294,294,46.6,11.79,41.7,36.43,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador NADIELLE NAYARA DA COSTA LOPES no território do local de votação GRUPO ESCOLAR MANOEL SOARES DE SOUZA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,107,gabi-goncalves,107
RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,NÃO INFORMADO,511,6,1.7419,NÚCLEO FORTE,9,RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,511,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,LUZARDO DE ARAÚJO LISBOA NETO,PDT,74,10,MUNICIPIO_ZONA_NOME_LOCAL,,,256,37,293,293,293,293,45.1,14.54,41.56,36.4,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador LUZARDO DE ARAÚJO LISBOA NETO no território do local de votação ESCOLA DE ENSINO FUND DR GASTAO OITICICA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,109,gabi-goncalves,108
RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAUL S,528,7,1.7998,NÚCLEO FORTE,8,RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,EFRAIN VERÇOLINO DA SILVA,AVANTE,59,10,MUNICIPIO_ZONA_NOME_LOCAL,,,264,30,294,294,294,294,46.6,11.59,41.7,36.38,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador EFRAIN VERÇOLINO DA SILVA no território do local de votação GRUPO ESCOLAR MANOEL SOARES DE SOUZA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,108,gabi-goncalves,109
RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,NÃO INFORMADO,555,7,1.8919,NÚCLEO FORTE,5,RIO LARGO,15,1252,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEICAO,EUCLIDES AFONSO DE MELO S/N,555,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO,EUCLIDES AFONSO DE MELO S/N,JOSÉ ROGÉRIO DA SILVA,PP,34,12,MUNICIPIO_ZONA_NOME_LOCAL,,,278,17,295,295,295,295,48.98,6.68,41.84,36.26,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador JOSÉ ROGÉRIO DA SILVA no território do local de votação ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEIÇÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,105,gabi-goncalves,110
RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,MILITAR,507,9,1.7283,NÚCLEO FORTE,10,RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,507,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,NADIELLE NAYARA DA COSTA LOPES,PP,74,6,MUNICIPIO_ZONA_NOME_LOCAL,,,254,37,291,291,291,291,44.75,14.54,41.28,36.16,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador NADIELLE NAYARA DA COSTA LOPES no território do local de votação ESCOLA ESTADUAL SANTOS DUMONT. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,111,gabi-goncalves,111
RIO LARGO,15,1384,GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA,"AV ALBERTO SANTOS DUMONT, S/N",NÃO INFORMADO,554,7,1.8885,NÚCLEO FORTE,6,RIO LARGO,15,1384,GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA,GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA,"AV ALBERTO SANTOS DUMONT, S/N",554,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA,"AV ALBERTO SANTOS DUMONT, S/N",CICERO ALVES DE OMENA,MDB,33,13,MUNICIPIO_ZONA_NOME_LOCAL,,,277,16,293,293,293,293,48.9,6.48,41.56,36.09,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador CICERO ALVES DE OMENA no território do local de votação GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,110,gabi-goncalves,112
RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,NÃO INFORMADO,528,10,1.7998,NÚCLEO FORTE,7,RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,MÁRCIO SOARES CAVALCANTE,PP,54,6,MUNICIPIO_ZONA_NOME_LOCAL,,,264,27,291,291,291,291,46.6,10.61,41.28,36.01,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador MÁRCIO SOARES CAVALCANTE no território do local de votação ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,112,gabi-goncalves,113
RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,RAUL S,528,7,1.7998,NÚCLEO FORTE,8,RIO LARGO,15,1295,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,JOSE CARLOS REIS DOS SANTOS FILHO,PP,54,11,MUNICIPIO_ZONA_NOME_LOCAL,,,264,27,291,291,291,291,46.6,10.61,41.28,36.01,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador JOSE CARLOS REIS DOS SANTOS FILHO no território do local de votação GRUPO ESCOLAR MANOEL SOARES DE SOUZA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,113,gabi-goncalves,114
RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,MILITAR,507,9,1.7283,NÚCLEO FORTE,10,RIO LARGO,15,1392,ESCOLA ESTADUAL SANTOS DUMONT,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,507,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,CAMILLY CABRAL CORREIA ALVES DE OLIVEIRA,PDT,72,7,MUNICIPIO_ZONA_NOME_LOCAL,,,254,36,290,290,290,290,44.75,14.15,41.13,36.01,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador CAMILLY CABRAL CORREIA ALVES DE OLIVEIRA no território do local de votação ESCOLA ESTADUAL SANTOS DUMONT. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,114,gabi-goncalves,115
RIO LARGO,15,1511,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N",NÃO INFORMADO,506,8,1.7248,NÚCLEO FORTE,11,RIO LARGO,15,1511,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N",506,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N",ALINE BIANA CAVALCANTE,UNIÃO,73,2,MUNICIPIO_ZONA_NOME_LOCAL,,,253,36,289,289,289,289,44.66,14.34,40.99,35.98,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador ALINE BIANA CAVALCANTE no território do local de votação ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,116,gabi-goncalves,116
RIO LARGO,15,1520,ESCOLA DE EDUCAÇÃO BÁSICA AGNUS DEI,"AV. PRESIDENTE FERNANDO A. COLLO DE MELO,96, ANTONIO LINS DE SOUZA",ANTONIO LINS DE SOUZA,370,5,1.2612,ÁREA RELEVANTE,17,RIO LARGO,15,1520,ESCOLA DE EDUCAÇÃO BÁSICA AGNUS DEI,ESCOLA DE EDUCACAO BASICA AGNUS DEI,"AV. PRESIDENTE FERNANDO A. COLLO DE MELO,96, ANTONIO LINS DE SOUZA",370,ÁREA RELEVANTE,Gabi Gonçalves,,ESCOLA DE EDUCAÇÃO BÁSICA AGNUS DEI,"AV. PRESIDENTE FERNANDO A. COLLO DE MELO,96, ANTONIO LINS DE SOUZA",CARLOS HENRIQUE ROLIM VASCONCELOS,PP,189,1,MUNICIPIO_ZONA_NOME_LOCAL,,,185,94,279,279,279,279,32.66,37.13,39.57,35.85,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador CARLOS HENRIQUE ROLIM VASCONCELOS no território do local de votação ESCOLA DE EDUCAÇÃO BÁSICA AGNUS DEI. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,135,gabi-goncalves,117
RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,NÃO INFORMADO,511,6,1.7419,NÚCLEO FORTE,9,RIO LARGO,15,1228,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,511,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUND DR GASTAO OITICICA,AV JULIO CALHEIROS S/N,ALINE BIANA CAVALCANTE,UNIÃO,66,11,MUNICIPIO_ZONA_NOME_LOCAL,,,256,33,289,289,289,289,45.1,12.97,40.99,35.83,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador ALINE BIANA CAVALCANTE no território do local de votação ESCOLA DE ENSINO FUND DR GASTAO OITICICA. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,117,gabi-goncalves,118
RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,NÃO INFORMADO,528,10,1.7998,NÚCLEO FORTE,7,RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,NADIELLE NAYARA DA COSTA LOPES,PP,51,7,MUNICIPIO_ZONA_NOME_LOCAL,,,264,26,290,290,290,290,46.6,10.02,41.13,35.81,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador NADIELLE NAYARA DA COSTA LOPES no território do local de votação ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,115,gabi-goncalves,119
RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,NÃO INFORMADO,528,10,1.7998,NÚCLEO FORTE,7,RIO LARGO,15,1163,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,528,NÚCLEO FORTE,Gabi Gonçalves,,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO,PATIO DA REDE FERROVIARIA S/N,CARLOS HENRIQUE ROLIM VASCONCELOS,PP,50,8,MUNICIPIO_ZONA_NOME_LOCAL,,,264,25,289,289,289,289,46.6,9.82,40.99,35.72,CONVERGÊNCIA BAIXA,50% dos votos do parceiro no território + 50% dos votos do vereador convergente no mesmo local de votação,"Agendar articulação Davi + Gabi Gonçalves com o vereador CARLOS HENRIQUE ROLIM VASCONCELOS no território do local de votação ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEÃO. Objetivo: validar apoio, mapear lideranças locais e pactuar entrada territorial.",Cruzamento entre votação do parceiro em 2022 e votação de vereadores em 2024. O potencial de votos usa a fórmula 50/50: metade dos votos do parceiro no território mais metade dos votos do vereador convergente no mesmo local. A métrica orienta articulação política e não representa voto garantido.,118,gabi-goncalves,120
