ANO_ELEICAO,SG_UF,CD_MUNICIPIO,municipio_original,zona,secao,numero_local_votacao,nome_local_votacao,endereco,regiao_estimada,DS_CARGO,NR_VOTAVEL,NM_VOTAVEL,SQ_CANDIDATO,votos_parceiro
2022,AL,27855,MACEIÓ,2,370,1333,EDIFICIO DO SESC,"RUA PEDRO PAULINO, 40",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27413,COLÔNIA LEOPOLDINA,16,130,1074,ESCOLA DE 1 E 2 GRAUS ANTÔNIO LINS DA ROCHA,"RUA SEVERINO FERREIRA DE LIMA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,15
2022,AL,27855,MACEIÓ,54,297,1058,ESCOLA DE ENSINO FUNDAMENTAL PROF. CORINTHO CAMPELO DA PAZ,"RUA 5-A, S/N - CJ. EUSTÁQUIO GOMES DE MELO",- CJ. EUSTAQUIO GOMES DE MELO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,27855,MACEIÓ,54,119,1139,ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR,"RUA A-20, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27855,MACEIÓ,2,115,1236,ESCOLA ESTADUAL PROFESSOR MARIO BROAD,"AV. JULIO MARQUES LUZ, 231",231,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,6
2022,AL,28495,PORTO REAL DO COLÉGIO,37,43,1147,ESCOLA MUNICIPAL D. PEDRO II,"RUA BARAO DO RIO BRANCO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28096,MURICI,9,183,1163,INSTITUTO FEDERAL DE ALAGOAS (IFAL),"CJ. RES. PEDRO TENORIO RAPOSO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,9
2022,AL,28894,CRAÍBAS,31,130,1040,GRUPO ESCOLAR PEDRO RAMOS FRANCISCO,POVOADO FOLHA MIÚDA S/N,FOLHA MIUDA S,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27855,MACEIÓ,33,219,1210,ESCOLA ESTADUAL DEPUTADO NENOI PINTO,"RUA MUNIZ FALCAO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,27855,MACEIÓ,1,417,1716,ESCOLA ESTADUAL JOSEFA DA CONCEICAO COSTA,"RUA PAO DE ACUCAR, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28258,PALMEIRA DOS ÍNDIOS,10,82,1058,COLÉGIO CRISTO REDENTOR,AV. DEP. MEDEIROS NETO 51,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,28258,PALMEIRA DOS ÍNDIOS,10,98,1074,COLÉGIO ESTADUAL HUMBERTO MENDES,AV GOV MUNIZ FALCÃO 701,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27855,MACEIÓ,3,94,1163,ESCOLA DE ENS. FUND. NOSSO LAR I,"RUA SAMPAIO DORIA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28690,SÃO LUÍS DO QUITUNDE,17,50,1031,GRUPO ESCOLAR DEMOCRITO SARMENTO,DR FERNANDO SARMENTO SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28495,PORTO REAL DO COLÉGIO,37,7,1155,ESCOLA ESTADUAL FIRMO DE CASTRO,"AV. ADEMARIO VIEIRA DANTAS, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27073,ATALAIA,6,16,1139,GRUPO ESCOLAR FLORIANO PEIXOTO,RUA MARECHAL DEODORO 70,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,28770,SATUBA,8,106,1023,ESC MUN JOSEFA SILVA COSTA,RUA 17 DE AGOSTO S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,9
2022,AL,28037,MESSIAS,9,26,1058,COLEGIO ESTADUAL PROFESSORA JUDITE NASCIMENTO DA SILVA,"CJ. ANTONIO RODRIGUES CALHEIROS, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,19
2022,AL,28134,OLHO D ÁGUA DAS FLORES,11,130,1082,ESCOLA VEREADOR IZIDRO PEREIRA FILHO,RUA 07 DE SETEMBRO,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28290,PASSO DE CAMARAGIBE,12,57,1210,CENTRO EDUCACIONAL ERNESTO GOMES MARANHAO,RUA FERNANDES LIMA S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,27855,MACEIÓ,2,366,1821,UNIT - CENTRO UNIVERSITÁRIO TIRADENTES (ANTIGA FITS),"AV GUSTAVO PAIVA, 5017",5017,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,28630,SÃO BRÁS,37,106,1074,ESCOLA MUNICIPAL JOSÉ ARAUJO DE CARVALHO,POVOADO LAGOA COMPRIDA,LAGOA COMPRIDA,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27855,MACEIÓ,3,375,1708,ESCOLA ESTADUAL THOMAZ ESPÍNDOLA,"RUA VEREADOR JOSÉ DE CALDAS, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27855,MACEIÓ,54,129,1139,ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR,"RUA A-20, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27413,COLÔNIA LEOPOLDINA,16,118,1074,ESCOLA DE 1 E 2 GRAUS ANTÔNIO LINS DA ROCHA,"RUA SEVERINO FERREIRA DE LIMA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,14
2022,AL,27855,MACEIÓ,2,187,1392,GRUPO ESCOLAR ANTONIO VASCO,"PRACA JOSE EMIDIO DE CARVALHO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28118,NOVO LINO,53,142,1058,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JOSE AMBROSIO,"AV. ANTÕNIO CARLOS DA SILVA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27855,MACEIÓ,33,221,1210,ESCOLA ESTADUAL DEPUTADO NENOI PINTO,"RUA MUNIZ FALCAO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,28355,PIAÇABUÇU,13,136,1015,ESCOLA DE 1 E 2 GRAUS CORREIA TITARA,AVENIDA ULISSES GUEDES SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,6
2022,AL,27057,ARAPIRACA,22,579,1716,ESCOLA DE ENSINO FUNDAMENTAL CLEONICE BARBOSA DE ALMEIDA,CONJUNTO BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO,BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27898,MARAGOGI,14,138,1015,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA DR. JOSÉ JORGE DE FARIAS SALES,PRACA MARIDITE ACIOLY SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,13
2022,AL,28096,MURICI,9,182,1023,PRE-ESCOLAR MUNICIPAL,AV. PRESIDENTE VARGAS SN ,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,28258,PALMEIRA DOS ÍNDIOS,10,115,1082,GRUPO ESCOLAR MONSENHOR MACEDO,RUA 15 DE NOVEMBRO SN ,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28452,PORTO CALVO,14,91,1252,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ALCEBÍADES BUARQUE CAVALCANTE,RUA DO SOL I,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,27057,ARAPIRACA,22,145,1333,ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO,POVOADO CANAÃ S/N,CANAA S,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27073,ATALAIA,6,69,1139,GRUPO ESCOLAR FLORIANO PEIXOTO,RUA MARECHAL DEODORO 70,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28533,RIO LARGO,15,187,1392,ESCOLA ESTADUAL SANTOS DUMONT,BR 104 - DESTACAMENTO DA FAB - VILA MILITAR,MILITAR,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,68
2022,AL,27855,MACEIÓ,33,94,1066,ESCOLA ESTADUAL PROF. BENEDITA DE CASTRO LIMA,"RUA SANTA RITA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,28290,PASSO DE CAMARAGIBE,12,104,1058,CRECHE PRÓ-INFÃNCIA,"RUA BENEDITO HENRIQUETA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,9
2022,AL,27855,MACEIÓ,2,331,1775,COLÉGIO INTENSIVO,"LARGO DA VITÓRIA, 215",215,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27855,MACEIÓ,3,108,1171,ESCOLA ESTADUAL DR. RODRIGUEZ DE MELO,"JARDIM ESPERANCA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28738,SÃO MIGUEL DOS MILAGRES,12,185,1066,ESCOLA DE 1 GRAU PROF AFRÂNIO SALGADO LAGES,"AV. FRANCISCO LIMA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28096,MURICI,9,78,1040,GRUPO ESCOLAR PROFESSOR LOUREIRO,"CJ. RES. PEDRO TENÓRIO RAPOSO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,11
2022,AL,28797,TANQUE D ARCA,48,72,1023,COLEGIO NOSSA SENHORA MAE DO POVO,RUA HERMAN DE ALMEIDA S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,139,1295,COLÉGIO MUNICIPAL ESTHER SOARES TORRES,"AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27057,ARAPIRACA,22,268,1317,ESCOLA DE 1 GRAU MANOEL ANDRÉ,AV.  JOSE LÚCIO DA SILVA S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27472,DELMIRO GOUVEIA,40,27,1414,"VICENTE DE MENEZES, ESCOLA DE 1 E 2 GRAUS","RUA 21 DE ABRIL, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,267,1295,COLÉGIO MUNICIPAL ESTHER SOARES TORRES,"AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27855,MACEIÓ,33,159,1139,ESCOLA ESTADUAL PROFª. MARIA SALETE GUSMAO DE ARAUJO,"CJ. OSMAN LOUREIRO, QD A",QD A,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,28096,MURICI,9,65,1040,GRUPO ESCOLAR PROFESSOR LOUREIRO,"CJ. RES. PEDRO TENÓRIO RAPOSO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,28690,SÃO LUÍS DO QUITUNDE,17,175,1236,ESCOLA ESTADUAL MESSIAS DE GUSMÃO,RUA D. FERNANDO SARMENTO,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,28274,PÃO DE AÇÚCAR,11,14,1210,GINASIO DE ESPORTES DR. ÁTILA PINTO MACHADO,"RUA ALAMEDA DA ESPERANCA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28738,SÃO MIGUEL DOS MILAGRES,12,184,1066,ESCOLA DE 1 GRAU PROF AFRÂNIO SALGADO LAGES,"AV. FRANCISCO LIMA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28290,PASSO DE CAMARAGIBE,12,65,1236,ESCOLA MUNICIPAL JOÃO DURVAL,POVOADO MARCINEIRO,MARCINEIRO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28037,MESSIAS,9,119,1058,COLEGIO ESTADUAL PROFESSORA JUDITE NASCIMENTO DA SILVA,"CJ. ANTONIO RODRIGUES CALHEIROS, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,21
2022,AL,27855,MACEIÓ,1,506,2151,COLÉGIO OURO PRETO,"RUA PADRE CÍCERO, 3431",3431,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28150,OLHO D ÁGUA DO CASADO,40,210,1015,ESCOLA JOAO FRANCISCO SOARES,RUA JOAO FRANCISCO SOARES S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28258,PALMEIRA DOS ÍNDIOS,10,320,1317,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS ÍNDIOS,"RODOVIA EDUARDO ALVES DA SILVA, KM 03",KM 03,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,27057,ARAPIRACA,55,162,1139,GRUPO ESCOLAR CRISPINIANO DE BRITO,RUA MANOEL LEAL S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,87,1252,ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO,VISCONDE DE SINIMBU S/N ,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,28312,PAULO JACINTO,28,48,1031,ESCOLA DE 1 E 2 GRAUS  SOUZA BARBOSA,RUA SAO JOSE S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27855,MACEIÓ,54,448,1627,ESCOLA MUNICIPAL PROFESSOR PAULO BANDEIRA,AV NORMA PIMENTEL DA COSTA,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28533,RIO LARGO,15,41,1341,GRUPO ESCOLAR DERALDO CAMPOS,AVENIDA VAZ DE CASTRO S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,46
2022,AL,28835,TRAIPU,20,154,1228,SECRETARIA DE SAÚDE,TRAVESSA MARIA LIMA DIAS,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27855,MACEIÓ,33,258,1252,ESCOLA DE ENSINO FUNDAMENTAL PROF. SUZEL DANTAS,"RUA ANTONIO MONTEIRO DE CARVALHO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,28673,SÃO JOSÉ DA TAPERA,51,14,1040,ESCOLA ESTADUAL JOSÉ SOARES FILHO,AV. ELISIO DA SILVA MAIA 761,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27855,MACEIÓ,3,102,1201,ESCOLA ESTADUAL GUIOMAR DE ALMEIDA PEIXOTO,"RUA SANTO ANTONIO, 600",600,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28517,QUEBRANGULO,28,8,1082,ESCOLA MUNICIPAL DESEMBARGADOR TENÓRIO,"RUA 15 DE NOVEMBRO, SN",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,156,1350,ESCOLA NOEMIA BASTOS,"AVENIDA VERA CRUZ, 111",111,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27855,MACEIÓ,2,171,1260,ESCOLA ESTADUAL PROFESSOR BENEDITO DE MORAES,"RUA ZEFERINO RODRIGUES, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28533,RIO LARGO,15,61,1465,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,35
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,162,1236,ESCOLA DE 1 E 2 GRAUS MARIO SOARES PALMEIRA,RUA VISCONDE DE SINIMBU S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,8
2022,AL,27090,BARRA DE SANTO ANTÔNIO,17,159,1104,GRUPO ESCOLAR MAJOR NELSON AUGUSTO DO NASCIMENTO (STA LUZIA),"RUA JOSE GALDINO, S/N, POVOADO DE SANTA LUZIA",DE SANTA LUZIA,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28533,RIO LARGO,15,56,1180,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,55
2022,AL,27510,FEIRA GRANDE,49,92,1058,GINÁSIO VERIDIANO SOARES,RUA JANUÁRIO JOSÉ DE LIMA S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27073,ATALAIA,6,65,1252,COLÉGIO INOVAR,RUA MANOEL MEDEIROS SOBRINHO SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27898,MARAGOGI,14,133,1015,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA DR. JOSÉ JORGE DE FARIAS SALES,PRACA MARIDITE ACIOLY SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,10
2022,AL,28835,TRAIPU,20,89,1376,GINÁSIO DE ESPORTE O RIBEIRÃO,AV BEIRA RIO,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,27138,BATALHA,29,18,1023,ESCOLA DE 1 GRAU ADALBERTO MARROQUIM,"AV PAULO DANTAS, 285",285,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,7
2022,AL,27774,JUNDIÁ,14,35,1104,ESCOLA ESTADUAL DELMO FERREIRA DA SILVA,RUA NOSSA SENHORA DA CONCEIÇÃO N 132,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27855,MACEIÓ,2,164,1651,SECRETARIA DE ASSISTENCIA SOCIAL,RUA COMENDADOR CALACA 1339,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27855,MACEIÓ,33,288,1252,ESCOLA DE ENSINO FUNDAMENTAL PROF. SUZEL DANTAS,"RUA ANTONIO MONTEIRO DE CARVALHO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,6
2022,AL,27855,MACEIÓ,3,367,1457,ESCOLA EST. DR. EDSON BERNARDES,"CONJ. JOAQUIM LEAO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28690,SÃO LUÍS DO QUITUNDE,17,67,1139,ADERVAN VERÇOZA E SILVA,SAO LUIZ DO QUITUNDE,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,28711,SÃO MIGUEL DOS CAMPOS,18,133,1279,COLEGIO MUNICIPAL LUZINETE E LINDALVA JATOBA,AV. SAMPAIO MARQUES,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27111,BARRA DE SÃO MIGUEL,26,112,1023,ESCOLA MUNICIPAL PROFESSORA MEDÉA CAVALCANTI DE ALBUQUERQUE,RUA JOSÉ VIEIRA DE ANDRADE SN,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,28
2022,AL,27855,MACEIÓ,33,210,1198,ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS,"AV. UBERABA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,8
2022,AL,28657,SÃO JOSÉ DA LAJE,16,139,1112,GRUPO ESCOLAR MUNICIPAL BENICIO BARBOSA,RUA OSCAR GODILHO S/N,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28819,TAQUARANA,45,89,1031,ESCOLA MUNICIPAL PROFESSORA DIVONETE CAVALCANTE DE ALBUQUERQUE,"RUA PEDRO LEVINO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,8
2022,AL,27855,MACEIÓ,54,360,1317,ESCOLA DE ENSINO FUNDAMENTAL NISE DA SILVEIRA,"AV. SÉRGIO LUÍS PESSOA BRAGA, 454",454,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,2
2022,AL,27855,MACEIÓ,2,287,1635,INSS,"AV. DONA CONSTANCIA DE GOES MONTEIRO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,27855,MACEIÓ,1,344,1660,ESCOLA DE ESTADUAL PROFA. MARIA DAS GRACAS DE SA TEIXEIRA,"AV. GOVERNADOR LAMENHA FILHO, SN",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,28851,UNIÃO DOS PALMARES,21,401,1929,ESCOLA ESTADUAL CARLOS GOMES DE BARROS,"AV. JOÃO LYRA FILHO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,4
2022,AL,27855,MACEIÓ,33,281,1058,FACULDADE RAIMUNDO MARINHO,AVENIDA DURVAL DE GÓES MONTEIRO,NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
2022,AL,28053,MINADOR DO NEGRÃO,46,22,1066,ESCOLA MUNICIPAL MENINO JESUS DE PRAGA,"RUA GRACILIANO RAMOS, 329",329,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,3
2022,AL,27855,MACEIÓ,1,428,1279,ESCOLA ESTADUAL PROFESSOR SEBASTIAO DA HORA,"RUA MARTINS MURTA, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,8
2022,AL,27715,JAPARATINGA,14,205,1058,ESCOLA TANCREDO NEVES,POVOADO BOQUEIRÃO,BOQUEIRAO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,5
2022,AL,27596,IBATEGUARA,16,55,1147,GRUPO ESCOLAR MUNICIPAL  MARLI FARIAS LESSA,"RUA DRA. JANETE DE ARAÚJO, S/N",NÃO INFORMADO,Deputado Estadual,11789,GABRIELA CRISTINA GONCALVES DA SILVA CORDEIRO,20001636056,1
