id_parceiro,nome_parceiro,nome_urna_2022,cargo_atual,cargo_disputado_2022,ano_base_eleitoral,uf_base_eleitoral,partido_2022,partido_atual,grupo_politico,relacao_com_davi,status_parceria,mes_fechamento_parceria,prioridade_politica,tipo_parceiro,base_territorial_principal,municipios_prioritarios,segmentos_de_atuacao,utilidade_esperada_para_davi,tipo_de_utilidade,risco_politico,observacao,arquivo_votacao_secao,arquivo_saida_territorial,arquivo_saida_cruzamento,incluir_no_dashboard,ordem_dashboard,foto_parceiro,logo_parceiro
gabi-goncalves,Gabi Gonçalves,GABI GONÇALVES,Deputada Estadual,Deputado Estadual,2022,AL,,,,Parceira estabelecida,Confirmada,,Alta,Deputada Estadual,,,,Abrir interlocução com vereadores e lideranças locais em territórios onde possui capital eleitoral comprovado em 2022.,Territorial / Articulação com vereadores,,Primeira parceira estruturada no painel. Será usada como modelo para cruzamento entre votação estadual de 2022 e votação de vereadores em 2024.,data/raw/tse_2022/votacao_secao_2022_AL.csv,data/dashboard/parceiros/gabi-goncalves/gabi_territorial_2022.json,data/dashboard/parceiros/gabi-goncalves/cruzamento_gabi_2022_vereadores_2024.json,SIM,1,assets/parceiros/foto-gabi.webp,assets/parceiros/logo-gabi-2026.webp
