chave_local,municipio,local,endereco,latitude,longitude,bairro,status,consulta_usada,display_name
"CORURIPE|ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO|RUA ABELARDO HOLANDA, 105",CORURIPE,ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO,"RUA ABELARDO HOLANDA, 105",,,,NAO_ENCONTRADO_OSM,,
"CORURIPE|ESCOLA MUNICIPAL MANOEL CECILIO DE JESUS|RUA DO JASMIM,",CORURIPE,ESCOLA MUNICIPAL MANOEL CECILIO DE JESUS,"RUA DO JASMIM,",,,,NAO_ENCONTRADO_OSM,,
"CORURIPE|ESCOLA MUN. CENT. EDUCACAO INFANTIL PROF. MARIA ZENAIDE ROCHA SANTOS|RUA PERNAMBUCO NOVO, S/N,",CORURIPE,ESCOLA MUN. CENT. EDUCACAO INFANTIL PROF. MARIA ZENAIDE ROCHA SANTOS,"RUA PERNAMBUCO NOVO, S/N,",,,,NAO_ENCONTRADO_OSM,,
CORURIPE|CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRAO DE CASTRO SIQUEIRA|RUA PERNAMBUCO NOVO,CORURIPE,CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRAO DE CASTRO SIQUEIRA,RUA PERNAMBUCO NOVO,,,,NAO_ENCONTRADO_OSM,,
"CORURIPE|ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT|POVOADO MIAI DE BAIXO, S/N",CORURIPE,ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT,"POVOADO MIAI DE BAIXO, S/N",,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|VIRGILIA BEZERRA,ESCOLA DE 1 E 2 GRAUS PROFESSORA|AV MASCARENHAS DE MORAIS S/N",DELMIRO GOUVEIA,"VIRGILIA BEZERRA,ESCOLA DE 1 E 2 GRAUS PROFESSORA",AV MASCARENHAS DE MORAIS S/N,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR|RUA SARGENTO REGINALDO BANDEIRA, 342",DELMIRO GOUVEIA,"FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR","RUA SARGENTO REGINALDO BANDEIRA, 342",,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|JOSE CORREIA FILHO,ESCOLA|POVOADO JARDIM CORDEIRO",DELMIRO GOUVEIA,"JOSE CORREIA FILHO,ESCOLA",POVOADO JARDIM CORDEIRO,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)|POVOADO LAGOINHAS S/N",DELMIRO GOUVEIA,"ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)",POVOADO LAGOINHAS S/N,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|NOEMIA BANDEIRA DA SILVA,ESCOLA|RUA DO CHAFARIZ, SN",DELMIRO GOUVEIA,"NOEMIA BANDEIRA DA SILVA,ESCOLA","RUA DO CHAFARIZ, SN",,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS|RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE",DELMIRO GOUVEIA,ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS,"RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE",,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|MANOEL MOURA, COLEGIO DE 1 GRAU|POVOADO BARRAGEM",DELMIRO GOUVEIA,"MANOEL MOURA, COLEGIO DE 1 GRAU",POVOADO BARRAGEM,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL|POVOADO SALGADO",DELMIRO GOUVEIA,"SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL",POVOADO SALGADO,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFa|RUA MARTINHA CARDEAL S/N",DELMIRO GOUVEIA,"ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFa",RUA MARTINHA CARDEAL S/N,,,,NAO_ENCONTRADO_OSM,,
DELMIRO GOUVEIA|GRUPO ESCOLAR CASTRO ALVES|POVOADO BARRAGEM,DELMIRO GOUVEIA,GRUPO ESCOLAR CASTRO ALVES,POVOADO BARRAGEM,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|RUI BARBOSA,ESCOLA MUNICIPAL|POVOADO SAO SEBASTIAO",DELMIRO GOUVEIA,"RUI BARBOSA,ESCOLA MUNICIPAL",POVOADO SAO SEBASTIAO,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR|POVOADO SINIMBU",DELMIRO GOUVEIA,"JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR",POVOADO SINIMBU,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|RAIMYSON SILVA NASCIMENTO, EMEF|POVOADO CARAIBEIRINHAS",DELMIRO GOUVEIA,"RAIMYSON SILVA NASCIMENTO, EMEF",POVOADO CARAIBEIRINHAS,,,,NAO_ENCONTRADO_OSM,,
"DELMIRO GOUVEIA|ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.|POVOADO CRUZ",DELMIRO GOUVEIA,"ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.",POVOADO CRUZ,,,,NAO_ENCONTRADO_OSM,,
DELMIRO GOUVEIA|ESCOLA MUNICIPAL DE EDUCACAO BASICA JUSCELINO KUBISTCHEK DE OLIVEIRA|POVOADO ALTO BONITO,DELMIRO GOUVEIA,ESCOLA MUNICIPAL DE EDUCACAO BASICA JUSCELINO KUBISTCHEK DE OLIVEIRA,POVOADO ALTO BONITO,,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DR JOSE HAROLDO DA COSTA|CONJ. SALVADOR LIRA, S/N",MACEIO,ESCOLA DE ENSINO FUNDAMENTAL DR JOSE HAROLDO DA COSTA,"CONJ. SALVADOR LIRA, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. GERALDO MELO DOS SANTOS|RUA 61, QD C-6, CJ. GRACILIANO RAMOS",MACEIO,E.E. GERALDO MELO DOS SANTOS,"RUA 61, QD C-6, CJ. GRACILIANO RAMOS",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. JAYME DE ALTAVILLA|RUA DILERMANO REIS, S/N, LOT SANTA LUCIA",MACEIO,E.M. JAYME DE ALTAVILLA,"RUA DILERMANO REIS, S/N, LOT SANTA LUCIA",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL ROMEU DE AVELAR|RUA RACOES CARB, S/N",MACEIO,ESCOLA ESTADUAL ROMEU DE AVELAR,"RUA RACOES CARB, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL PROFa. ROSALVA PEREIRA VIANA|LOT. POR DO SOL, QD D, S/N, MOCAMBO",MACEIO,ESCOLA ESTADUAL PROFa. ROSALVA PEREIRA VIANA,"LOT. POR DO SOL, QD D, S/N, MOCAMBO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA DE ENS. FUND. NOSSO LAR I|RUA SAMPAIO DORIA, S/N",MACEIO,ESCOLA DE ENS. FUND. NOSSO LAR I,"RUA SAMPAIO DORIA, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. ALFREDO GASPAR DE MENDONCA|CONJ. EUSTAQUIO GOMES DE MELO, S/N",MACEIO,E.E. ALFREDO GASPAR DE MENDONCA,"CONJ. EUSTAQUIO GOMES DE MELO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL PROFa. MARIA SALETE GUSMAO DE ARAUJO|CJ. OSMAN LOUREIRO, QD A",MACEIO,ESCOLA ESTADUAL PROFa. MARIA SALETE GUSMAO DE ARAUJO,"CJ. OSMAN LOUREIRO, QD A",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO ZUMBI DOS PALMARES|CJ ROSANE COLLOR, QD M, S/N",MACEIO,COLEGIO ZUMBI DOS PALMARES,"CJ ROSANE COLLOR, QD M, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO EDSON MONTEIRO|RUA ANDRE PAPINE GOES, 177, LOTEAMENTO ACAUA",MACEIO,COLEGIO EDSON MONTEIRO,"RUA ANDRE PAPINE GOES, 177, LOTEAMENTO ACAUA",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. EST. MIRAN MARROQUIM|RUA DA LIBERDADE, S/N - PIABAS",MACEIO,ESC. EST. MIRAN MARROQUIM,"RUA DA LIBERDADE, S/N - PIABAS",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. DEPUTADO RUBENS CANUTO|AV. GURGURI , S/N",MACEIO,E.E. DEPUTADO RUBENS CANUTO,"AV. GURGURI , S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. PROFESSOR CORINTHO DA PAZ|RUA 5-A, S/N - CJ. EUSTAQUIO GOMES DE MELO",MACEIO,E.M. PROFESSOR CORINTHO DA PAZ,"RUA 5-A, S/N - CJ. EUSTAQUIO GOMES DE MELO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. JORNALISTA LAFAIETTE BELO|PARQUE RESIDENCIAL BENEDITO BENTES I, S/N",MACEIO,E.E. JORNALISTA LAFAIETTE BELO,"PARQUE RESIDENCIAL BENEDITO BENTES I, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO|PRACA PADRE CICERO, S/N",MACEIO,ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO,"PRACA PADRE CICERO, S/N",-9.6586968,-35.7582469,Vergel do Lago,ENCONTRADO_OSM,"ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO, MACEIO, Alagoas, Brasil","Escola Estadual Aurelina Palmeira de Melo, Rua Vila Kennedy A, Vergel do Lago, Maceió, Alagoas, Região Nordeste, 57014-630, Brasil"
"MACEIO|ESC. MUN. PROF. LENILTO ALVES SANTOS|RUA ENFERMEIRO MARIANO - COHAB, S/N",MACEIO,ESC. MUN. PROF. LENILTO ALVES SANTOS,"RUA ENFERMEIRO MARIANO - COHAB, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL PROFa. IRENE GARRIDO|RUA G, QD 3, S/N, CONJ. DUBEAUX LEAO",MACEIO,ESCOLA ESTADUAL PROFa. IRENE GARRIDO,"RUA G, QD 3, S/N, CONJ. DUBEAUX LEAO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL PROFESSOR PEDRO TEIXEIRA|RUA PAU DARCO, S/N",MACEIO,ESCOLA ESTADUAL PROFESSOR PEDRO TEIXEIRA,"RUA PAU DARCO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. MARIA CARMELITA CARDOSO GAMA (CAIC-UFAL)|BR 104, 1099 KM 14 - CAMPUS A.C.SIMOES",MACEIO,E.M. MARIA CARMELITA CARDOSO GAMA (CAIC-UFAL),"BR 104, 1099 KM 14 - CAMPUS A.C.SIMOES",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. PROFA. GILVANA ATAIDE CAVALCANTE CABRAL|RUA ELINELMA DE OLIVEIRA SANTOS, S/N",MACEIO,E.E. PROFA. GILVANA ATAIDE CAVALCANTE CABRAL,"RUA ELINELMA DE OLIVEIRA SANTOS, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA EST. DR. EDSON BERNARDES|CONJ. JOAQUIM LEAO, S/N",MACEIO,ESCOLA EST. DR. EDSON BERNARDES,"CONJ. JOAQUIM LEAO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. PROF. AURELIO BUARQUE DE HOLANDA FERREIRA|RUA F, S/N, CONJUNTO FREITAS NETO",MACEIO,E.M. PROF. AURELIO BUARQUE DE HOLANDA FERREIRA,"RUA F, S/N, CONJUNTO FREITAS NETO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. MARIA DE LOURDES DE MELO PIMENTEL|RUA PADRE CICERO, 05, VILAGE CAMPESTE II",MACEIO,E.M. MARIA DE LOURDES DE MELO PIMENTEL,"RUA PADRE CICERO, 05, VILAGE CAMPESTE II",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. PROFa EULINA RIBEIRO ALENCAR|RUA COARACI FONSECA, 01",MACEIO,ESC. MUN. PROFa EULINA RIBEIRO ALENCAR,"RUA COARACI FONSECA, 01",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS|AV. UBERABA, S/N",MACEIO,ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS,"AV. UBERABA, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. ARNON AFFONSO FARIAS DE MELLO|CONJ. JOSE DA SILVA PEIXOTO, S/N",MACEIO,ESC. MUN. ARNON AFFONSO FARIAS DE MELLO,"CONJ. JOSE DA SILVA PEIXOTO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. PROFA. HEVIA VALERIA MAIA AMORIM|AV JOSE AILTON DOS SANTOS, S/N, VILAGE CAMPESTRE I",MACEIO,E.M. PROFA. HEVIA VALERIA MAIA AMORIM,"AV JOSE AILTON DOS SANTOS, S/N, VILAGE CAMPESTRE I",,,,NAO_ENCONTRADO_OSM,,
MACEIO|ESCOLA MUN. SILVESTRE PERICLES|PRACA DR CAIO DE AGUIAR PORTO S/N - PONTAL DA BARRA,MACEIO,ESCOLA MUN. SILVESTRE PERICLES,PRACA DR CAIO DE AGUIAR PORTO S/N - PONTAL DA BARRA,,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA MONTEIRO LOBATO|RUA DO IPE ROXO, 291",MACEIO,ESCOLA MONTEIRO LOBATO,"RUA DO IPE ROXO, 291",-9.6104712,-35.7385532,Gruta de Lourdes,ENCONTRADO_OSM,"ESCOLA MONTEIRO LOBATO, MACEIO, Alagoas, Brasil","Colégio Monteiro Lobato, 277, Rua Ipê Roxo, Gruta de Lourdes, Maceió, Alagoas, Região Nordeste, 57052-590, Brasil"
"MACEIO|COLEGIO SANTISSIMO SENHOR|LOTEAMENTO BRISA DA SERRARIA, 302 - CONJ. JOSE TENORIO",MACEIO,COLEGIO SANTISSIMO SENHOR,"LOTEAMENTO BRISA DA SERRARIA, 302 - CONJ. JOSE TENORIO",-9.6012888,-35.7193828,Serraria,ENCONTRADO_OSM,"COLEGIO SANTISSIMO SENHOR, MACEIO, Alagoas, Brasil","Colégio Santíssimo Senhor, 302, Avenida Deputado Edson Lins, Serraria, Maceió, Alagoas, Região Nordeste, 57046-140, Brasil"
"MACEIO|ESC. MUN. ANTONIO SEMEAO LAMENHA LINS|RUA MAJOR JOAQUIM CALHEIROS, S/N",MACEIO,ESC. MUN. ANTONIO SEMEAO LAMENHA LINS,"RUA MAJOR JOAQUIM CALHEIROS, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. EST. MANOEL SIMPLICIO DO NASCIMENTO|RUA DIVISORIA FEICAO, S/N",MACEIO,ESC. EST. MANOEL SIMPLICIO DO NASCIMENTO,"RUA DIVISORIA FEICAO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO INTENSIVO|LARGO DA VITORIA, 215",MACEIO,COLEGIO INTENSIVO,"LARGO DA VITORIA, 215",-9.6688306,-35.7185657,Pajuçara,ENCONTRADO_OSM,"COLEGIO INTENSIVO, MACEIO, Alagoas, Brasil","Colégio Intensivo, 211, Rua Doutor Messias de Gusmão, Pajuçara, Maceió, Alagoas, Região Nordeste, 57030-085, Brasil"
"MACEIO|E.M. TRADUTOR JOAO SAMPAIO|PRACA CENTRAL, S/N, CONJ. JOAO SAMPAIO I",MACEIO,E.M. TRADUTOR JOAO SAMPAIO,"PRACA CENTRAL, S/N, CONJ. JOAO SAMPAIO I",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. DR. BALTAZAR DE MENDONCA|RUA DIVISORIA FEICAO, S/N",MACEIO,ESC. MUN. DR. BALTAZAR DE MENDONCA,"RUA DIVISORIA FEICAO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. EST. PROF. THEOTONIO VILELA BRANDAO|RUA ADAUTO GOMES BARBOSA, SN - SANTO EDUARDO",MACEIO,ESC. EST. PROF. THEOTONIO VILELA BRANDAO,"RUA ADAUTO GOMES BARBOSA, SN - SANTO EDUARDO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL MARIA AMALIA|RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC",MACEIO,ESCOLA ESTADUAL MARIA AMALIA,"RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|CLUBE DA CAIXA ECONOMICA FEDERAL (APCEF/AL)|ROD. AL 101 NORTE, S/N",MACEIO,CLUBE DA CAIXA ECONOMICA FEDERAL (APCEF/AL),"ROD. AL 101 NORTE, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA MUNICIPAL PROFESSORA JAREDE VIANA DE OLIVEIRA|RUA SAO JOSE, S/N, AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA",MACEIO,ESCOLA MUNICIPAL PROFESSORA JAREDE VIANA DE OLIVEIRA,"RUA SAO JOSE, S/N, AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA",,,,NAO_ENCONTRADO_OSM,,
MACEIO|COLEGIO MARIA MONTESSORI|RUA PAPA JOAO PAULO 30,MACEIO,COLEGIO MARIA MONTESSORI,RUA PAPA JOAO PAULO 30,-9.6191601,-35.7330217,Bairro Gruta de Lourdes,ENCONTRADO_OSM,"COLEGIO MARIA MONTESSORI, MACEIO, Alagoas, Brasil","Ginásio do Colégio Maria Montessori, Rua Danúsia de Menezes Brandão Ayres, Bairro Gruta de Lourdes, Gruta de Lourdes, Maceió, Alagoas, Região Nordeste, 57052-620, Brasil"
"MACEIO|ESC. EST. PROF. EDUARDO DA MOTA TRIGUEIROS|RUA ADAUTO GOMES BARBOSA, S/N - SANTO EDUARDO",MACEIO,ESC. EST. PROF. EDUARDO DA MOTA TRIGUEIROS,"RUA ADAUTO GOMES BARBOSA, S/N - SANTO EDUARDO",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. DR. ORLANDO ARAUJO|RUA DR. JOSE SAMPAIO LUZ, S/N",MACEIO,ESC. MUN. DR. ORLANDO ARAUJO,"RUA DR. JOSE SAMPAIO LUZ, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. DE ENS. FUND. PROF. ALMEIDA LEITE|RUA DR. VIRGILIO GUEDES, S/N",MACEIO,ESC. DE ENS. FUND. PROF. ALMEIDA LEITE,"RUA DR. VIRGILIO GUEDES, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.M. SELMA BANDEIRA|AV. DA PAZ, SN - CJ. SELMA BANDEIRA",MACEIO,E.M. SELMA BANDEIRA,"AV. DA PAZ, SN - CJ. SELMA BANDEIRA",-9.5811514,-35.7159217,Benedito Bentes,ENCONTRADO_OSM,"E.M. SELMA BANDEIRA, MACEIO, Alagoas, Brasil","Quadra Vinte e Dois, Conjunto Selma Bandeira, Benedito Bentes, Maceió, Alagoas, Região Nordeste, 57046-080, Brasil"
"MACEIO|ESCOLA MUN. SERGIO LUIZ PESSOA BRAGA|PRACA GOVERNADOR LAMENHA FILHO, S/N",MACEIO,ESCOLA MUN. SERGIO LUIZ PESSOA BRAGA,"PRACA GOVERNADOR LAMENHA FILHO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. MANOEL DE ARAUJO DORIA|AV. SENADOR TEOTONIO VILELA - CJ HENRIQUE EQUELMAN, S/N",MACEIO,E.E. MANOEL DE ARAUJO DORIA,"AV. SENADOR TEOTONIO VILELA - CJ HENRIQUE EQUELMAN, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. RADIALISTA EDECIO LOPES (ANTIGO COL. LAERSON ROSA)|RUA ALAMEDA CELIA DOS ANJOS, 06",MACEIO,ESC. MUN. RADIALISTA EDECIO LOPES (ANTIGO COL. LAERSON ROSA),"RUA ALAMEDA CELIA DOS ANJOS, 06",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|CENTRO DE ENSINO SANTA JULIANA|AV DURVAL DE GOES MONTEIRO, 2345, C67P, CM",MACEIO,CENTRO DE ENSINO SANTA JULIANA,"AV DURVAL DE GOES MONTEIRO, 2345, C67P, CM",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. MUN. JOAO XXIII|RUA DR.JOSE JOAQUIM DE ARAUJO, S/N",MACEIO,ESC. MUN. JOAO XXIII,"RUA DR.JOSE JOAQUIM DE ARAUJO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR|CONJUNTO SANTA MARIA, S/N - RUA D QD 8",MACEIO,E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR,"CONJUNTO SANTA MARIA, S/N - RUA D QD 8",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ|RUA P, LOT COLINA DOS EUCALIPTOS",MACEIO,ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ,"RUA P, LOT COLINA DOS EUCALIPTOS",-9.5847954,-35.7746425,Santa Amélia,ENCONTRADO_OSM,"ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ, MACEIO, Alagoas, Brasil","Escola de Ensino Fundamental Cleto Marques Luz, Pista A, Conjunto Colina dos Eucaliptos, Santa Amélia, Maceió, Alagoas, Região Nordeste, 57063-505, Brasil"
"MACEIO|COLEGIO SAGRADA FAMILIA|RUA ALAMEDA MARIA DAS GRACAS NOVAES BRANDAO VILELA, 07",MACEIO,COLEGIO SAGRADA FAMILIA,"RUA ALAMEDA MARIA DAS GRACAS NOVAES BRANDAO VILELA, 07",-9.7620208,-36.6533746,Ouro Preto,ENCONTRADO_OSM,"COLEGIO SAGRADA FAMILIA, Alagoas, Brasil","Colégio Sagrada Família, Rua Dom Pedro II, Ouro Preto, Arapiraca, Alagoas, Região Nordeste, 57313-130, Brasil"
"MACEIO|E.M. GASTONE LUCIA DE CARVALHO BELTRAO|CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N",MACEIO,E.M. GASTONE LUCIA DE CARVALHO BELTRAO,"CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|COLEGIO SANTA AMELIA|RUA D, 11 LOTEAMENTO SANTA AMELIA",MACEIO,COLEGIO SANTA AMELIA,"RUA D, 11 LOTEAMENTO SANTA AMELIA",-9.6336915,-35.7389922,Pinheiro,ENCONTRADO_OSM,"COLEGIO SANTA AMELIA, MACEIO, Alagoas, Brasil","Colégio Santa Amélia, 793, Alameda São Benedito, Pinheiro, Maceió, Alagoas, Região Nordeste, 57055-465, Brasil"
"MACEIO|SEST/SENAT|AV. DEP. CESAR ESUSTAQUIO MALTA, 500",MACEIO,SEST/SENAT,"AV. DEP. CESAR ESUSTAQUIO MALTA, 500",-9.6130147,-35.7230614,Serraria,ENCONTRADO_OSM,"SEST/SENAT, MACEIO, Alagoas, Brasil","SEST/SENAT, Rua E, Serraria, Maceió, Alagoas, Região Nordeste, 57046-685, Brasil"
"MACEIO|ESCOLA ESTADUAL DR. JULIO AUTO|CONJUNTO JOAQUIM LEAO, S/N",MACEIO,ESCOLA ESTADUAL DR. JULIO AUTO,"CONJUNTO JOAQUIM LEAO, S/N",-9.6628001,-35.7612245,Ponta Grossa,ENCONTRADO_OSM,"ESCOLA ESTADUAL DR. JULIO AUTO, MACEIO, Alagoas, Brasil","Escola Estadual Doutor Júlio Auto, Avenida Silvestre Péricles de Góes Monteiro, Ponta Grossa, Maceió, Alagoas, Região Nordeste, 57014-000, Brasil"
"MACEIO|COLEGIO ATHENEU|ESTRADA DA CODEAL, 33",MACEIO,COLEGIO ATHENEU,"ESTRADA DA CODEAL, 33",-9.5658454,-35.7480234,Salvador Lyra,ENCONTRADO_OSM,"COLEGIO ATHENEU, MACEIO, Alagoas, Brasil","Colégio Atheneu, Rua da Cordeal, Salvador Lyra, Tabuleiros dos Martins, Maceió, Alagoas, Região Nordeste, 57081-071, Brasil"
"MACEIO|GRUPO ESCOLAR ANTONIO VASCO|PRACA JOSE EMIDIO DE CARVALHO, S/N",MACEIO,GRUPO ESCOLAR ANTONIO VASCO,"PRACA JOSE EMIDIO DE CARVALHO, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA SANTA ROSA|TRAV FIRMINO DE VASCONCELOS, 100",MACEIO,ESCOLA SANTA ROSA,"TRAV FIRMINO DE VASCONCELOS, 100",-9.6620212,-35.7115688,Ponta da Terra,ENCONTRADO_OSM,"ESCOLA SANTA ROSA, MACEIO, Alagoas, Brasil","Colégio Santa Rosa, Rua José Fragoso, Ponta da Terra, Maceió, Alagoas, Região Nordeste, 57035-300, Brasil"
"MACEIO|COLEGIO BRASIL (ANTIGO ISAAC NEWTON)|RUA FERNANDO MENDES PINTO, N 11",MACEIO,COLEGIO BRASIL (ANTIGO ISAAC NEWTON),"RUA FERNANDO MENDES PINTO, N 11",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESCOLA ESTADUAL TAVARES BASTOS|PRACA CENTENARIO, S/N",MACEIO,ESCOLA ESTADUAL TAVARES BASTOS,"PRACA CENTENARIO, S/N",-9.1570390,-36.0303767,União dos Palmares,ENCONTRADO_OSM,"ESCOLA ESTADUAL TAVARES BASTOS, Alagoas, Brasil","Colégio Estadual Doutor Jorge de Lima, Rua Tavares Bastos, União dos Palmares, Alagoas, Região Nordeste, 57800-000, Brasil"
"MACEIO|CRECHE AGENOR FERNANDES PONTES|VILA GOIABEIRA, 132",MACEIO,CRECHE AGENOR FERNANDES PONTES,"VILA GOIABEIRA, 132",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|EDIFICIO DO SENAC|AV. PEDRO PAULINO, 77",MACEIO,EDIFICIO DO SENAC,"AV. PEDRO PAULINO, 77",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|CMEI HERBERT DE SOUZA|ROD. AL 101 NORTE, S/N",MACEIO,CMEI HERBERT DE SOUZA,"ROD. AL 101 NORTE, S/N",,,,NAO_ENCONTRADO_OSM,,
"MACEIO|ESC. EST. PROFa ANA COELHO PALMEIRA|CONJ. ALFREDO GASPAR DE MENDONCA, S/N",MACEIO,ESC. EST. PROFa ANA COELHO PALMEIRA,"CONJ. ALFREDO GASPAR DE MENDONCA, S/N",,,,NAO_ENCONTRADO_OSM,,
