rank,municipio,populacao_estimada_2024,eleitorado_2024,taxa_eleitorado,taxa_eleitorado_pct,participacao_populacao,participacao_populacao_pct,participacao_eleitorado,participacao_eleitorado_pct,indice_estrategico_inicial,indice_estrategico_pct,prioridade_politica
51,Messias,15707.0,14439,0.9192716623161648,91.92716623161647,0.0048777927669416,0.48777927669416005,0.0059106125767225,0.5910612576722499,0.0056007666337882,0.56007666337882,Baixa Prioridade
52,Batalha,17103.0,13756,0.804303338595568,80.4303338595568,0.0053113191375185,0.53113191375185,0.0056310261517691,0.56310261517691,0.0055351140474939,0.55351140474939,Baixa Prioridade
53,Capela,15068.0,13391,0.8887045394212901,88.87045394212902,0.0046793519712406,0.46793519712406,0.0054816132013914,0.54816132013914,0.0052409348323462,0.52409348323462,Baixa Prioridade
54,Estrela de Alagoas,15701.0,13068,0.832303674925164,83.2303674925164,0.0048759294730853,0.48759294730853003,0.0053493929740709,0.53493929740709,0.0052073539237752,0.52073539237752,Baixa Prioridade
55,Anadia,14193.0,13178,0.9284858733178328,92.84858733178328,0.00440762161719,0.440762161719,0.0053944215344587,0.53944215344587,0.0050983815592781,0.50983815592781,Baixa Prioridade
56,Paripueira,14176.0,12809,0.9035694130925508,90.35694130925508,0.004402342284597,0.44023422845969995,0.005243371181885,0.5243371181885,0.0049910625126986,0.49910625126985997,Baixa Prioridade
57,Passo de Camaragibe,14076.0,12595,0.8947854504120489,89.4785450412049,0.0043712873869912,0.43712873869912,0.0051557701644033,0.5155770164403299,0.0049204253311797,0.49204253311796997,Baixa Prioridade
58,Ibateguara,13992.0,11919,0.8518439108061749,85.18439108061749,0.0043452012730023,0.43452012730023004,0.0048790491932928,0.48790491932928,0.0047188948172057,0.47188948172057,Baixa Prioridade
59,Maribondo,13968.0,11101,0.7947451317296678,79.47451317296678,0.0043377480975769,0.43377480975769,0.0045442004442272,0.45442004442272,0.0044822647402321,0.44822647402321003,Baixa Prioridade
60,Poço das Trincheiras,12974.0,11129,0.8577925080931093,85.77925080931092,0.0040290624153754,0.40290624153753996,0.0045556622595986,0.45556622595985996,0.0043976823063316,0.43976823063316,Baixa Prioridade
61,Quebrangulo,11305.0,10470,0.9261388766032728,92.61388766032728,0.0035107561743347,0.35107561743347004,0.0042859002478208,0.42859002478207997,0.0040533570257749,0.40533570257749,Baixa Prioridade
62,Senador Rui Palmeira,12549.0,9890,0.7881106064228225,78.81106064228224,0.0038970791005507,0.38970791005507,0.0040484769294124,0.40484769294124,0.0040030575807539,0.40030575807539,Baixa Prioridade
63,Ouro Branco,11699.0,10077,0.8613556714249081,86.13556714249081,0.0036331124709015,0.36331124709015,0.0041250254820716,0.41250254820716,0.0039774515787206,0.39774515787206,Baixa Prioridade
64,Olivença,11048.0,10260,0.9286748732802316,92.86748732802316,0.0034309450874878,0.34309450874878,0.004199936632535,0.41999366325349996,0.0039692391690208,0.39692391690208,Baixa Prioridade
65,Novo Lino,10298.0,10193,0.9898038454068752,98.98038454068751,0.0031980333554444,0.31980333554444,0.0041725101457533,0.41725101457533,0.0038801671086606,0.38801671086606,Baixa Prioridade
