grupo_politico_padronizado,vereadores_mapeados,municipios_distintos,votos_vereadores_2024,votos_potenciais_davi_10pct,votos_potenciais_davi_15pct,votos_potenciais_davi_20pct,score_politico_medio,percentual_meta_davi_20pct
SEM GRUPO,2432,102,1114135,111359,167109,222838,30.5,371.3967
