municipio;local_votacao;endereco_local_votacao;qtd_secoes;qtd_vereadores;votos_totais;chave_local
MACEIO;E.E. ALFREDO GASPAR DE MENDONCA;CONJ. EUSTAQUIO GOMES DE MELO, S/N;12;51;1980;MACEIO|E.E. ALFREDO GASPAR DE MENDONCA|CONJ. EUSTAQUIO GOMES DE MELO, S/N
MACEIO;E.E. ONÉLIA CAMPELO;RUA SANTA TEREZINHA, S/N;10;44;1944;MACEIO|E.E. ONELIA CAMPELO|RUA SANTA TEREZINHA, S/N
MACEIO;COLÉGIO SANTA ÚRSULA;RUA PIO XII;14;48;1933;MACEIO|COLEGIO SANTA URSULA|RUA PIO XII
MACEIO;ESCOLA ESTADUAL PROFª. MARIA SALETE GUSMAO DE ARAUJO;CJ. OSMAN LOUREIRO, QD A;11;50;1932;MACEIO|ESCOLA ESTADUAL PROFa. MARIA SALETE GUSMAO DE ARAUJO|CJ. OSMAN LOUREIRO, QD A
MACEIO;COLÉGIO ZUMBI DOS PALMARES;CJ ROSANE COLLOR, QD M, S/N;10;40;1919;MACEIO|COLEGIO ZUMBI DOS PALMARES|CJ ROSANE COLLOR, QD M, S/N
MACEIO;COLÉGIO DLINS;RUA PEDROSA, 225;12;48;1874;MACEIO|COLEGIO DLINS|RUA PEDROSA, 225
MACEIO;ESCOLA ESTADUAL ROTARY;AV. DURVAL DE GOES MONTEIRO, S/N;13;47;1864;MACEIO|ESCOLA ESTADUAL ROTARY|AV. DURVAL DE GOES MONTEIRO, S/N
MACEIO;ESCOLA ESTADUAL DEPUTADO NENOI PINTO;RUA MUNIZ FALCAO, S/N;10;46;1855;MACEIO|ESCOLA ESTADUAL DEPUTADO NENOI PINTO|RUA MUNIZ FALCAO, S/N
MACEIO;ESCOLA ESTADUAL PROFª MARIA DAS GRAÇAS DE SÁ TEIXEIRA;AV. GOVERNADOR LAMENHA FILHO, SN;12;47;1850;MACEIO|ESCOLA ESTADUAL PROFa MARIA DAS GRACAS DE SA TEIXEIRA|AV. GOVERNADOR LAMENHA FILHO, SN
MACEIO;COLÉGIO EDSON MONTEIRO;RUA ANDRÉ PAPINE GOES, 177, LOTEAMENTO ACAUÃ;9;48;1843;MACEIO|COLEGIO EDSON MONTEIRO|RUA ANDRE PAPINE GOES, 177, LOTEAMENTO ACAUA
MACEIO;CEAGB - ESCOLA ESTADUAL MOREIRA E SILVA;AV. FERNANDES LIMA, S/N;17;46;1828;MACEIO|CEAGB - ESCOLA ESTADUAL MOREIRA E SILVA|AV. FERNANDES LIMA, S/N
MACEIO;ESC. EST. MIRAN MARROQUIM;RUA DA LIBERDADE, S/N - PIABAS;12;43;1780;MACEIO|ESC. EST. MIRAN MARROQUIM|RUA DA LIBERDADE, S/N - PIABAS
MACEIO;E.E. DEPUTADO RUBENS CANUTO;AV. GURGURI , S/N;9;41;1765;MACEIO|E.E. DEPUTADO RUBENS CANUTO|AV. GURGURI , S/N
MACEIO;E.M. PROFESSOR CORINTHO DA PAZ;RUA 5-A, S/N - CJ. EUSTÁQUIO GOMES DE MELO;10;45;1760;MACEIO|E.M. PROFESSOR CORINTHO DA PAZ|RUA 5-A, S/N - CJ. EUSTAQUIO GOMES DE MELO
MACEIO;E.E. PASTOR JOSE TAVARES DE SOUZA;AV. GARCA TORTA, 1286;8;36;1711;MACEIO|E.E. PASTOR JOSE TAVARES DE SOUZA|AV. GARCA TORTA, 1286
MACEIO;E.E. JORNALISTA LAFAIETTE BELO;PARQUE RESIDENCIAL BENEDITO BENTES I, S/N;8;45;1693;MACEIO|E.E. JORNALISTA LAFAIETTE BELO|PARQUE RESIDENCIAL BENEDITO BENTES I, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL OCTÁVIO BRANDÃO;RUA JOSE LOBO DE MEDEIROS, S/N;15;46;1680;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL OCTAVIO BRANDAO|RUA JOSE LOBO DE MEDEIROS, S/N
MACEIO;ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO;PRACA PADRE CICERO, S/N;15;39;1672;MACEIO|ESCOLA ESTADUAL AURELINA PALMEIRA DE MELO|PRACA PADRE CICERO, S/N
MACEIO;ESC. MUN. PROF. LENILTO ALVES SANTOS;RUA ENFERMEIRO MARIANO - COHAB, S/N;9;42;1651;MACEIO|ESC. MUN. PROF. LENILTO ALVES SANTOS|RUA ENFERMEIRO MARIANO - COHAB, S/N
MACEIO;ESC. EST. PROFª MARIA JOSÉ CARRASCOSA;PRACA SENHOR DO BONFIM, S/N;13;44;1626;MACEIO|ESC. EST. PROFa MARIA JOSE CARRASCOSA|PRACA SENHOR DO BONFIM, S/N
MACEIO;E.E. PROFA. MARIA LÚCIA LINS DE FREITAS;RUA 26, S/N, GRACILIANO RAMOS;7;43;1611;MACEIO|E.E. PROFA. MARIA LUCIA LINS DE FREITAS|RUA 26, S/N, GRACILIANO RAMOS
MACEIO;ESC. EST. PROF. ROSALVO LÔBO;AV CASTELO BRANCO, S/N;12;48;1608;MACEIO|ESC. EST. PROF. ROSALVO LOBO|AV CASTELO BRANCO, S/N
MACEIO;ESCOLA ESTADUAL PROFª. IRENE GARRIDO;RUA G, QD 3, S/N, CONJ. DUBEAUX  LEAO;9;45;1606;MACEIO|ESCOLA ESTADUAL PROFa. IRENE GARRIDO|RUA G, QD 3, S/N, CONJ. DUBEAUX LEAO
MACEIO;ESCOLA ESTADUAL PROFESSOR PEDRO TEIXEIRA;RUA PAU DARCO, S/N;9;43;1596;MACEIO|ESCOLA ESTADUAL PROFESSOR PEDRO TEIXEIRA|RUA PAU DARCO, S/N
MACEIO;ESCOLA ESTADUAL PADRE CABRAL;PRACA EDUARDO SANTOS, S/N;8;36;1572;MACEIO|ESCOLA ESTADUAL PADRE CABRAL|PRACA EDUARDO SANTOS, S/N
MACEIO;E.M. PAULO HENRIQUE COSTA BANDEIRA;AV NORMA PIMENTEL DA COSTA, 11;8;46;1551;MACEIO|E.M. PAULO HENRIQUE COSTA BANDEIRA|AV NORMA PIMENTEL DA COSTA, 11
MACEIO;COLÉGIO ROSALVO RIBEIRO DOS SANTOS;RUA BONFIM, 344;9;44;1546;MACEIO|COLEGIO ROSALVO RIBEIRO DOS SANTOS|RUA BONFIM, 344
MACEIO;FACULDADE RAIMUNDO MARINHO;AVENIDA DURVAL DE GÓES MONTEIRO;11;48;1515;MACEIO|FACULDADE RAIMUNDO MARINHO|AVENIDA DURVAL DE GOES MONTEIRO
MACEIO;ESCOLA ESTADUAL PROF. BENEDITA DE CASTRO LIMA;RUA SANTA RITA, S/N;9;43;1514;MACEIO|ESCOLA ESTADUAL PROF. BENEDITA DE CASTRO LIMA|RUA SANTA RITA, S/N
MACEIO;E.M. MARIA CARMELITA CARDOSO GAMA (CAIC-UFAL);BR 104, 1099 KM 14 - CAMPUS A.C.SIMOES;8;38;1506;MACEIO|E.M. MARIA CARMELITA CARDOSO GAMA (CAIC-UFAL)|BR 104, 1099 KM 14 - CAMPUS A.C.SIMOES
MACEIO;COLÉGIO CONTATO;RUA PROF. SILVIO DE MACEDO, 125;11;49;1499;MACEIO|COLEGIO CONTATO|RUA PROF. SILVIO DE MACEDO, 125
MACEIO;COLÉGIO JORGE ASSUNÇÃO;AV NORMA PIMENTEL DA COSTA, 15;7;46;1495;MACEIO|COLEGIO JORGE ASSUNCAO|AV NORMA PIMENTEL DA COSTA, 15
MACEIO;COLÉGIO ANCHIETA;AVENIDA ENG. PAULO BRANDAO NOGUEIRA;11;49;1489;MACEIO|COLEGIO ANCHIETA|AVENIDA ENG. PAULO BRANDAO NOGUEIRA
MACEIO;ESCOLA ESTADUAL DR. RODRIGUEZ DE MELO;JARDIM ESPERANCA, S/N;11;47;1469;MACEIO|ESCOLA ESTADUAL DR. RODRIGUEZ DE MELO|JARDIM ESPERANCA, S/N
MACEIO;GINÁSIO DO SESI TRAPICHE;AVENIDA SIQUEIRA CAMPOS, 1900;13;45;1469;MACEIO|GINASIO DO SESI TRAPICHE|AVENIDA SIQUEIRA CAMPOS, 1900
MACEIO;ESCOLA DE EDUCACAO BÁSICA E PROFISSIONAL FUNDAÇÃO BRADESCO;AV. PRESIDENTE GETÚLIO VARGAS, 512;9;46;1459;MACEIO|ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO|AV. PRESIDENTE GETULIO VARGAS, 512
MACEIO;E.E. PROFA. GILVANA ATAÍDE CAVALCANTE CABRAL;RUA ELINELMA DE OLIVEIRA SANTOS, S/N;7;45;1456;MACEIO|E.E. PROFA. GILVANA ATAIDE CAVALCANTE CABRAL|RUA ELINELMA DE OLIVEIRA SANTOS, S/N
MACEIO;E.E. MARIA IVONE SANTOS DE OLIVEIRA;RUA JOSÉ AUGUSTO LESSA, S/N - INOCOOP;8;47;1445;MACEIO|E.E. MARIA IVONE SANTOS DE OLIVEIRA|RUA JOSE AUGUSTO LESSA, S/N - INOCOOP
MACEIO;ESCOLA EST. DR. EDSON BERNARDES;CONJ. JOAQUIM LEAO, S/N;10;42;1443;MACEIO|ESCOLA EST. DR. EDSON BERNARDES|CONJ. JOAQUIM LEAO, S/N
MACEIO;ESC. EST. DR. JOSÉ MARIA CORREIA DAS NEVES;RUA AGNELO BARBOSA, S/N;11;42;1442;MACEIO|ESC. EST. DR. JOSE MARIA CORREIA DAS NEVES|RUA AGNELO BARBOSA, S/N
MACEIO;ESCOLA EST. DR. MIGUEL GUEDES NOGUEIRA;RUA DR. OSWALDO CRUZ, S/N;14;43;1441;MACEIO|ESCOLA EST. DR. MIGUEL GUEDES NOGUEIRA|RUA DR. OSWALDO CRUZ, S/N
MACEIO;ESC. DE ENS. FUND. PROF. PEDRO CAFÉ;RUA DO CRAVO, S/N;8;36;1413;MACEIO|ESC. DE ENS. FUND. PROF. PEDRO CAFE|RUA DO CRAVO, S/N
MACEIO;E.M. PROF. AURÉLIO BUARQUE DE HOLANDA FERREIRA;RUA F, S/N, CONJUNTO FREITAS NETO;8;43;1408;MACEIO|E.M. PROF. AURELIO BUARQUE DE HOLANDA FERREIRA|RUA F, S/N, CONJUNTO FREITAS NETO
MACEIO;E.M. MARIA DE LOURDES DE MELO PIMENTEL;RUA PADRE CÍCERO, 05, VILAGE CAMPESTE II;6;43;1386;MACEIO|E.M. MARIA DE LOURDES DE MELO PIMENTEL|RUA PADRE CICERO, 05, VILAGE CAMPESTE II
MACEIO;IFAL - CAMPUS BENEDITO BENTES;AVENIDA BENEDITO BENTES, S/N;7;45;1369;MACEIO|IFAL - CAMPUS BENEDITO BENTES|AVENIDA BENEDITO BENTES, S/N
MACEIO;ESC. MUN. PROFª EULINA RIBEIRO ALENCAR;RUA COARACI FONSECA, 01;8;39;1366;MACEIO|ESC. MUN. PROFa EULINA RIBEIRO ALENCAR|RUA COARACI FONSECA, 01
MACEIO;ESC. EST. PROF. BENEDITO MORAES;RUA ZEFERINO RODRIGUES, S/N;10;44;1363;MACEIO|ESC. EST. PROF. BENEDITO MORAES|RUA ZEFERINO RODRIGUES, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS;AV. UBERABA, S/N;8;42;1351;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS|AV. UBERABA, S/N
MACEIO;ESC. MUN. ARNON AFFONSO FARIAS DE MELLO;CONJ. JOSE DA SILVA PEIXOTO, S/N;9;40;1347;MACEIO|ESC. MUN. ARNON AFFONSO FARIAS DE MELLO|CONJ. JOSE DA SILVA PEIXOTO, S/N
MACEIO;E.M. PROFA. HÉVIA VALÉRIA MAIA AMORIM;AV JOSÉ AILTON DOS SANTOS, S/N, VILAGE CAMPESTRE I;6;41;1334;MACEIO|E.M. PROFA. HEVIA VALERIA MAIA AMORIM|AV JOSE AILTON DOS SANTOS, S/N, VILAGE CAMPESTRE I
MACEIO;ESC. MUN. KÁTIA PIMENTEL ASSUNÇÃO;RUA BRENO CANSANCAO, 788;8;42;1327;MACEIO|ESC. MUN. KATIA PIMENTEL ASSUNCAO|RUA BRENO CANSANCAO, 788
MACEIO;ESCOLA MUN. SILVESTRE PÉRICLES;PRAÇA DR CAIO DE AGUIAR PORTO S/N - PONTAL DA BARRA;7;34;1322;MACEIO|ESCOLA MUN. SILVESTRE PERICLES|PRACA DR CAIO DE AGUIAR PORTO S/N - PONTAL DA BARRA
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL LUÍZA OLIVEIRA SURUAGY;RUA PADRE CÍCERO, S/N;7;39;1310;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL LUIZA OLIVEIRA SURUAGY|RUA PADRE CICERO, S/N
MACEIO;ESCOLA ESTADUAL PROFESSOR SEBASTIÃO DA HORA;RUA MARTINS MURTA, S/N;10;42;1270;MACEIO|ESCOLA ESTADUAL PROFESSOR SEBASTIAO DA HORA|RUA MARTINS MURTA, S/N
MACEIO;ESCOLA MONTEIRO LOBATO;RUA DO IPÊ ROXO, 291;8;41;1252;MACEIO|ESCOLA MONTEIRO LOBATO|RUA DO IPE ROXO, 291
MACEIO;ESCOLA ESTADUAL GUIOMAR DE ALMEIDA PEIXOTO;RUA SANTO ANTONIO, 600;10;40;1225;MACEIO|ESCOLA ESTADUAL GUIOMAR DE ALMEIDA PEIXOTO|RUA SANTO ANTONIO, 600
MACEIO;ESCOLA EST. JORNALISTA FREITAS NETO;RUA DR. OSWALDO CRUZ, 150;13;40;1217;MACEIO|ESCOLA EST. JORNALISTA FREITAS NETO|RUA DR. OSWALDO CRUZ, 150
MACEIO;COLÉGIO SANTÍSSIMO SENHOR;LOTEAMENTO BRISA DA SERRARIA, 302 - CONJ. JOSÉ TENÓRIO;8;45;1214;MACEIO|COLEGIO SANTISSIMO SENHOR|LOTEAMENTO BRISA DA SERRARIA, 302 - CONJ. JOSE TENORIO
MACEIO;ESC. MUN. ANTÔNIO SEMEÃO LAMENHA LINS;RUA MAJOR JOAQUIM CALHEIROS, S/N;8;41;1211;MACEIO|ESC. MUN. ANTONIO SEMEAO LAMENHA LINS|RUA MAJOR JOAQUIM CALHEIROS, S/N
MACEIO;ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE;RUA DO CAMPO, S/N;7;40;1195;MACEIO|ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE|RUA DO CAMPO, S/N
MACEIO;ESC. EST. MANOEL SIMPLICIO DO NASCIMENTO;RUA DIVISORIA FEICAO, S/N;8;41;1185;MACEIO|ESC. EST. MANOEL SIMPLICIO DO NASCIMENTO|RUA DIVISORIA FEICAO, S/N
MACEIO;CEAGB - ESCOLA ESTADUAL PRINCESA IZABEL;AV. FERNANDES LIMA, S/N;10;47;1181;MACEIO|CEAGB - ESCOLA ESTADUAL PRINCESA IZABEL|AV. FERNANDES LIMA, S/N
MACEIO;E.M. MANOEL PEDRO DOS SANTOS;AV. LOURIVAL MELO MOTA, S/N;6;37;1175;MACEIO|E.M. MANOEL PEDRO DOS SANTOS|AV. LOURIVAL MELO MOTA, S/N
MACEIO;UNEAL - UNIVERSIDADE ESTADUAL DE ALAGOAS - CAMPUS VI;RUA PEDRO AMÉRICO, S/N, POÇO;10;47;1167;MACEIO|UNEAL - UNIVERSIDADE ESTADUAL DE ALAGOAS - CAMPUS VI|RUA PEDRO AMERICO, S/N, POCO
MACEIO;COLÉGIO INTENSIVO;LARGO DA VITÓRIA, 215;10;48;1161;MACEIO|COLEGIO INTENSIVO|LARGO DA VITORIA, 215
MACEIO;COLÉGIO OLAVO BILAC;AV. GOVERNADOR LAMENHA FILHO, S/N;7;39;1157;MACEIO|COLEGIO OLAVO BILAC|AV. GOVERNADOR LAMENHA FILHO, S/N
MACEIO;E.M. MARIA CECILIA PONTES CARNAÚBA;AV. SERGIO LUIS PESSOA BRAGA, S/N;6;43;1155;MACEIO|E.M. MARIA CECILIA PONTES CARNAUBA|AV. SERGIO LUIS PESSOA BRAGA, S/N
MACEIO;CEAGB - ESCOLA ESTADUAL PROFª LAURA DANTAS;AV. FERNANDES LIMA, S/N;12;50;1153;MACEIO|CEAGB - ESCOLA ESTADUAL PROFa LAURA DANTAS|AV. FERNANDES LIMA, S/N
MACEIO;ESCOLA ESTADUAL PROF. REMI LIMA;RUA SAO JOSE, S/N;6;45;1149;MACEIO|ESCOLA ESTADUAL PROF. REMI LIMA|RUA SAO JOSE, S/N
MACEIO;E.E. MARCOS ANTONIO CAVALCANTI SILVA;AV. ANTONIO LISBOA DE AMORIM S/N;6;40;1146;MACEIO|E.E. MARCOS ANTONIO CAVALCANTI SILVA|AV. ANTONIO LISBOA DE AMORIM S/N
MACEIO;E.M. TRADUTOR JOÃO SAMPAIO;PRAÇA CENTRAL, S/N, CONJ. JOÃO SAMPAIO I;6;45;1134;MACEIO|E.M. TRADUTOR JOAO SAMPAIO|PRACA CENTRAL, S/N, CONJ. JOAO SAMPAIO I
MACEIO;ESC. MUN. DR. BALTAZAR DE MENDONÇA;RUA DIVISORIA FEICAO, S/N;8;41;1129;MACEIO|ESC. MUN. DR. BALTAZAR DE MENDONCA|RUA DIVISORIA FEICAO, S/N
MACEIO;ESCOLA ESTADUAL JOSEFA DA CONCEIÇÃO COSTA;RUA PÃO DE AÇÚCAR, S/N;7;41;1128;MACEIO|ESCOLA ESTADUAL JOSEFA DA CONCEICAO COSTA|RUA PAO DE ACUCAR, S/N
MACEIO;ESC. EST. PROF. THEOTÔNIO VILELA BRANDÃO;RUA ADAUTO GOMES BARBOSA, SN - SANTO EDUARDO;10;45;1123;MACEIO|ESC. EST. PROF. THEOTONIO VILELA BRANDAO|RUA ADAUTO GOMES BARBOSA, SN - SANTO EDUARDO
MACEIO;ESCOLA ESTADUAL MARIA AMÁLIA;RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC;6;28;1113;MACEIO|ESCOLA ESTADUAL MARIA AMALIA|RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC
MACEIO;COLÉGIO MARISTA DE MACEIO;AV DOM ANTÔNIO BRANDÃO, 564;9;44;1109;MACEIO|COLEGIO MARISTA DE MACEIO|AV DOM ANTONIO BRANDAO, 564
MACEIO;CLUBE DA CAIXA ECONÔMICA FEDERAL (APCEF/AL);ROD. AL 101 NORTE, S/N;5;37;1104;MACEIO|CLUBE DA CAIXA ECONOMICA FEDERAL (APCEF/AL)|ROD. AL 101 NORTE, S/N
MACEIO;ESCOLA MUNICIPAL PROFESSORA JAREDE VIANA DE OLIVEIRA;RUA SÃO JOSÉ, S/N, AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA;6;42;1101;MACEIO|ESCOLA MUNICIPAL PROFESSORA JAREDE VIANA DE OLIVEIRA|RUA SAO JOSE, S/N, AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA
MACEIO;COLÉGIO INTEGRADO (ANTIGO SAGRADINHA/ PRAÇA DAS GRAÇAS);RUA 16 DE SETEMBRO , 241;7;38;1099;MACEIO|COLEGIO INTEGRADO (ANTIGO SAGRADINHA/ PRACA DAS GRACAS)|RUA 16 DE SETEMBRO , 241
MACEIO;E.M. DOUTORA NISE DA SILVEIRA;AV. SÉRGIO LUÍS PESSOA BRAGA, 454;6;43;1094;MACEIO|E.M. DOUTORA NISE DA SILVEIRA|AV. SERGIO LUIS PESSOA BRAGA, 454
MACEIO;CENTRO UNIVERSITÁRIO MÁRIO PONTES JUCÁ - UMJ (ANTIGA FAPEC/CET);AV. MUNIZ FALCÃO, 1200;9;52;1089;MACEIO|CENTRO UNIVERSITARIO MARIO PONTES JUCA - UMJ (ANTIGA FAPEC/CET)|AV. MUNIZ FALCAO, 1200
MACEIO;ESC. EST. CAMPOS TEIXEIRA;RUA LUIZ CAMPOS TEIXEIRA, S/N;7;45;1073;MACEIO|ESC. EST. CAMPOS TEIXEIRA|RUA LUIZ CAMPOS TEIXEIRA, S/N
MACEIO;ESC. MUN. PADRE PINHO;RUA QUEBRANGULO, S/N;8;43;1068;MACEIO|ESC. MUN. PADRE PINHO|RUA QUEBRANGULO, S/N
MACEIO;COLÉGIO MARIA MONTESSORI;RUA PAPA JOÃO PAULO 30;9;44;1060;MACEIO|COLEGIO MARIA MONTESSORI|RUA PAPA JOAO PAULO 30
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL DR. POMPEU SARMENTO;AV. DR. MUNIZ FALCAO, S/N;7;41;1057;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DR. POMPEU SARMENTO|AV. DR. MUNIZ FALCAO, S/N
MACEIO;ESC. EST. PROF. EDUARDO DA MOTA TRIGUEIROS;RUA ADAUTO GOMES BARBOSA, S/N - SANTO EDUARDO;9;41;1055;MACEIO|ESC. EST. PROF. EDUARDO DA MOTA TRIGUEIROS|RUA ADAUTO GOMES BARBOSA, S/N - SANTO EDUARDO
MACEIO;SECRETARIA MUNICIPAL DE EDUCACAO;RUA GENERAL HERMES, 1199;8;42;1021;MACEIO|SECRETARIA MUNICIPAL DE EDUCACAO|RUA GENERAL HERMES, 1199
MACEIO;ESC. MUN. DR. ORLANDO ARAÚJO;RUA DR. JOSE SAMPAIO LUZ, S/N;8;40;1019;MACEIO|ESC. MUN. DR. ORLANDO ARAUJO|RUA DR. JOSE SAMPAIO LUZ, S/N
MACEIO;ESCOLA DE ENS. FUND. RUI PALMEIRA;AV MONTE CASTELO, S/N;7;39;1016;MACEIO|ESCOLA DE ENS. FUND. RUI PALMEIRA|AV MONTE CASTELO, S/N
MACEIO;ESC. DE ENS. FUND. PROF. ALMEIDA LEITE;RUA DR. VIRGILIO GUEDES, S/N;6;41;1014;MACEIO|ESC. DE ENS. FUND. PROF. ALMEIDA LEITE|RUA DR. VIRGILIO GUEDES, S/N
MACEIO;ESCOLA PROF. RANILSON FRANÇA;RUA PROF MARIO BROAD, 36;8;39;1014;MACEIO|ESCOLA PROF. RANILSON FRANCA|RUA PROF MARIO BROAD, 36
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL DOM ANTONIO BRANDAO;RUA DO QUADRO, S/N;7;40;1002;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DOM ANTONIO BRANDAO|RUA DO QUADRO, S/N
MACEIO;COLÉGIO SANTÍSSIMA TRINDADE;AV PRESIDENTE ROOSEVELT 1111;6;47;982;MACEIO|COLEGIO SANTISSIMA TRINDADE|AV PRESIDENTE ROOSEVELT 1111
MACEIO;E.M. PADRE BRANDÃO LIMA - ANTIGA UNIT;AV CACHOEIRA DO MEIRIM, S/N;5;39;961;MACEIO|E.M. PADRE BRANDAO LIMA - ANTIGA UNIT|AV CACHOEIRA DO MEIRIM, S/N
MACEIO;ESC. MUN. MARECHAL FLORIANO PEIXOTO;RUA DA IGREJA, S/N;5;36;956;MACEIO|ESC. MUN. MARECHAL FLORIANO PEIXOTO|RUA DA IGREJA, S/N
MACEIO;COLÉGIO ADVENTISTA DE MACEIÓ;AV JUCA SAMPAIO 3027;6;42;953;MACEIO|COLEGIO ADVENTISTA DE MACEIO|AV JUCA SAMPAIO 3027
MACEIO;E.M. SELMA BANDEIRA;AV. DA PAZ, SN - CJ. SELMA BANDEIRA;5;38;953;MACEIO|E.M. SELMA BANDEIRA|AV. DA PAZ, SN - CJ. SELMA BANDEIRA
MACEIO;EDIFÍCIO DO SESC;RUA PEDRO PAULINO, 40;7;48;948;MACEIO|EDIFICIO DO SESC|RUA PEDRO PAULINO, 40
MACEIO;ESCOLA MUN. SÉRGIO LUIZ PESSOA BRAGA;PRACA GOVERNADOR LAMENHA FILHO, S/N;7;38;947;MACEIO|ESCOLA MUN. SERGIO LUIZ PESSOA BRAGA|PRACA GOVERNADOR LAMENHA FILHO, S/N
MACEIO;E.E. MANOEL DE ARAUJO DORIA;AV. SENADOR TEOTONIO VILELA - CJ HENRIQUE EQUELMAN, S/N;5;39;945;MACEIO|E.E. MANOEL DE ARAUJO DORIA|AV. SENADOR TEOTONIO VILELA - CJ HENRIQUE EQUELMAN, S/N
MACEIO;ESC. MUN. RADIALISTA EDÉCIO LOPES (ANTIGO COL. LAERSON ROSA);RUA ALAMEDA CÉLIA DOS ANJOS, 06;7;40;945;MACEIO|ESC. MUN. RADIALISTA EDECIO LOPES (ANTIGO COL. LAERSON ROSA)|RUA ALAMEDA CELIA DOS ANJOS, 06
MACEIO;CENTRO DE ENSINO SANTA JULIANA;AV DURVAL DE GOES MONTEIRO, 2345, C67P, CM;7;41;941;MACEIO|CENTRO DE ENSINO SANTA JULIANA|AV DURVAL DE GOES MONTEIRO, 2345, C67P, CM
MACEIO;E.M. PROFESSOR PETRONIO VIANA;CONJUNTO CARMINHA, S/N;7;37;934;MACEIO|E.M. PROFESSOR PETRONIO VIANA|CONJUNTO CARMINHA, S/N
MACEIO;ESC. MUN. JOÃO XXIII;RUA DR.JOSE JOAQUIM DE ARAUJO, S/N;6;43;916;MACEIO|ESC. MUN. JOAO XXIII|RUA DR.JOSE JOAQUIM DE ARAUJO, S/N
MACEIO;E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR;CONJUNTO SANTA MARIA, S/N - RUA D QD 8;5;42;914;MACEIO|E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR|CONJUNTO SANTA MARIA, S/N - RUA D QD 8
MACEIO;ESCOLA EST. PROFª ANAIAS DE LIMA ANDRADE;RUA BELO HORIZONTE, S/N;9;39;902;MACEIO|ESCOLA EST. PROFa ANAIAS DE LIMA ANDRADE|RUA BELO HORIZONTE, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL JOSÉ CORREIA COSTA;RUA LOURIVAL DE AGUIAR PESSOA, S/N;6;42;896;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL JOSE CORREIA COSTA|RUA LOURIVAL DE AGUIAR PESSOA, S/N
MACEIO;ESC. EST. PROF. EDUARDO ALMEIDA DA SILVA;RUA SAO PEDRO, S/N;5;34;894;MACEIO|ESC. EST. PROF. EDUARDO ALMEIDA DA SILVA|RUA SAO PEDRO, S/N
MACEIO;ESCOLA ESTADUAL DR. FERNANDES LIMA;AV CEL. SALUSTIANO SARMENTO, S/N;6;42;891;MACEIO|ESCOLA ESTADUAL DR. FERNANDES LIMA|AV CEL. SALUSTIANO SARMENTO, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ;RUA P, LOT COLINA DOS EUCALIPTOS;6;44;882;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ|RUA P, LOT COLINA DOS EUCALIPTOS
MACEIO;ESCOLA ESTADUAL PROF TARCÍSIO DE JESUS;AV. SENADOR RUI PALMEIRA, S/N;7;36;878;MACEIO|ESCOLA ESTADUAL PROF TARCISIO DE JESUS|AV. SENADOR RUI PALMEIRA, S/N
MACEIO;ESCOLA MUNICIPAL TOBIAS GRANJA;RUA SÃO JOSÉ, 888;5;44;874;MACEIO|ESCOLA MUNICIPAL TOBIAS GRANJA|RUA SAO JOSE, 888
MACEIO;ESCOLA ESTADUAL CAPITÃO ÁLVARO VICTOR;PRACA DO CRUZEIRO, S/N;7;35;870;MACEIO|ESCOLA ESTADUAL CAPITAO ALVARO VICTOR|PRACA DO CRUZEIRO, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL PEDRO SURUAGY;AV. MACEIO, S/N;5;40;862;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PEDRO SURUAGY|AV. MACEIO, S/N
MACEIO;ESCOLA EST. PROFª ADEILZA MARIA OLIVEIRA;RUA DO CAMPO, S/N;7;35;852;MACEIO|ESCOLA EST. PROFa ADEILZA MARIA OLIVEIRA|RUA DO CAMPO, S/N
