municipio,codigo_tse_municipio,numero,vereador,nome_urna,partido,nome_partido,situacao,votos,rank_vereador_municipio,eleitorado_2024,populacao_estimada_2024,indice_estrategico_pct,prioridade_final,prefeito,partido_municipio,grupo_politico,relacao_davi,score_articulacao,percentual_votos_municipio,potencial_transferencia_conservador_20pct,potencial_transferencia_moderado_35pct,potencial_transferencia_alto_50pct,potencial_politico_vereador,indice_influencia_vereador,grupo_politico_original,total_votos_vereadores_municipio,percentual_votos_municipio_corrigido,grupo_politico_padronizado,meta_votos_davi_2026,taxa_conversao_conservadora,taxa_conversao_intermediaria,taxa_conversao_maxima,contribuicao_davi_10pct,contribuicao_davi_15pct,contribuicao_davi_20pct,percentual_meta_davi_10pct,percentual_meta_davi_15pct,percentual_meta_davi_20pct,potencial_eleitoral_vereador,score_politico_calculado,metodologia_contribuicao,metodologia_score_politico,tooltip_contribuicao_corrigida,potencial_transferencia_conservador_10pct,potencial_transferencia_moderado_15pct,potencial_transferencia_maximo_20pct,ranking_contribuicao_davi,acumulado_davi_10pct,acumulado_davi_15pct,acumulado_davi_20pct,percentual_meta_acumulado_10pct,percentual_meta_acumulado_15pct,percentual_meta_acumulado_20pct
CRAÍBAS,28894,11222,LEANDRO CAETANO DE FARIAS,NANDO ROSENDO,PP,PROGRESSISTAS,ELEITO POR QP,1085,3,22009,26115,0.87395733156766,Monitoramento,TEÓFILO JOSÉ BARROSO PEREIRA,PP,não_classificado,não_classificado,35.87,4.93,217,163,217,Alto,8.35,não_classificado,14815,7.3237,SEM GRUPO,60000,0.1,0.15,0.2,108,163,217,0.18,0.2717,0.3617,BAIXO,48,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LEANDRO CAETANO DE FARIAS. em CRAÍBAS. recebeu 1.085 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 163 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,163,217,259,45173,67761,90356,75.29,112.94,150.59
MACEIÓ,27855,22456,BRIVALDO MARQUES SILVA NETO,BRIVALDO MARQUES,PL,Partido Liberal,ELEITO POR QP,1084,86,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,217,163,217,Alto,20.67,não_classificado,241387,0.4491,SEM GRUPO,60000,0.1,0.15,0.2,108,163,217,0.18,0.2717,0.3617,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,BRIVALDO MARQUES SILVA NETO. em MACEIÓ. recebeu 1.084 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 163 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,163,217,260,45281,67924,90573,75.47,113.21,150.95
TEOTÔNIO VILELA,28932,11123,EDELSON SANTIAGO DE ALMEIDA,EDELSON ALMEIDA,PP,PROGRESSISTAS,ELEITO POR QP,1084,2,31976,39161,1.28109977433508,Média Prioridade,PEDRO HENRIQUE DE JESUS PEREIRA,PP,não_classificado,não_classificado,56.28,3.39,217,163,217,Alto,10.69,não_classificado,11911,9.1008,SEM GRUPO,60000,0.1,0.15,0.2,108,163,217,0.18,0.2717,0.3617,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EDELSON SANTIAGO DE ALMEIDA. em TEOTÔNIO VILELA. recebeu 1.084 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 163 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,163,217,261,45389,68087,90790,75.65,113.48,151.32
BOCA DA MATA,27197,11888,MARIA BETÂNIA MELO DUDA,BETÂNIA MELO,PP,PROGRESSISTAS,ELEITO POR QP,1084,4,20100,21517,0.77641869195003,Monitoramento,BRUNO FEIJÓ TEIXEIRA,PP,não_classificado,não_classificado,15.78,5.39,217,163,217,Alto,5.56,não_classificado,9908,10.9407,SEM GRUPO,60000,0.1,0.15,0.2,108,163,217,0.18,0.2717,0.3617,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MARIA BETÂNIA MELO DUDA. em BOCA DA MATA. recebeu 1.084 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 163 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,163,217,262,45497,68250,91007,75.83,113.75,151.68
MACEIÓ,27855,77000,SILVANIA BATINGA DE OLIVEIRA BARBOSA,SILVANIA BARBOSA,SOLIDARIEDADE,Solidariedade,ELEITO POR QP,1083,87,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,217,162,217,Alto,20.67,não_classificado,241387,0.4487,SEM GRUPO,60000,0.1,0.15,0.2,108,162,217,0.18,0.27,0.3617,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,SILVANIA BATINGA DE OLIVEIRA BARBOSA. em MACEIÓ. recebeu 1.083 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 162 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,162,217,263,45605,68412,91224,76.01,114.02,152.04
UNIÃO DOS PALMARES,28851,40456,ALAN ELVES VIEIRA DE OLIVEIRA,ELVINHO,PSB,Partido Socialista Brasileiro,ELEITO POR QP,1083,11,48920,60874,1.96891077098367,Média Prioridade,JOSÉ IRAN MENEZES DA SILVA JUNIOR,MDB,não_classificado,não_classificado,51.97,2.21,217,162,217,Alto,9.6,não_classificado,22246,4.8683,SEM GRUPO,60000,0.1,0.15,0.2,108,162,217,0.18,0.27,0.3617,BAIXO,48,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ALAN ELVES VIEIRA DE OLIVEIRA. em UNIÃO DOS PALMARES. recebeu 1.083 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 162 no cenário intermediário de 15% e 217 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,162,217,264,45713,68574,91441,76.19,114.29,152.4
MACEIÓ,27855,15123,JOSÉ MÁRCIO DE MEDEIROS MAIA JÚNIOR,ZÉ MÁRCIO FILHO,MDB,Movimento Democrático Brasileiro,ELEITO POR QP,1080,88,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,216,162,216,Alto,20.67,não_classificado,241387,0.4474,SEM GRUPO,60000,0.1,0.15,0.2,108,162,216,0.18,0.27,0.36,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ MÁRCIO DE MEDEIROS MAIA JÚNIOR. em MACEIÓ. recebeu 1.080 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 162 no cenário intermediário de 15% e 216 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,162,216,265,45821,68736,91657,76.37,114.56,152.76
MATRIZ DE CAMARAGIBE,28010,15444,ROSINALDO BRITO DO NASCIMENTO,ROSI POUSADA,MDB,Movimento Democrático Brasileiro,ELEITO POR QP,1080,2,19218,24330,0.77735261714553,Monitoramento,FERNANDO HENRIQUE LIMA CAVALCANTE,MDB,não_classificado,não_classificado,35.78,5.62,216,162,216,Alto,8.69,não_classificado,9494,11.3756,SEM GRUPO,60000,0.1,0.15,0.2,108,162,216,0.18,0.27,0.36,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ROSINALDO BRITO DO NASCIMENTO. em MATRIZ DE CAMARAGIBE. recebeu 1.080 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 162 no cenário intermediário de 15% e 216 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,162,216,266,45929,68898,91873,76.55,114.83,153.12
MACEIÓ,27855,13444,TEREZA NELMA PORTO VIANA SOARES,TECA NELMA,PT,Partido dos Trabalhadores,ELEITO POR QP,1077,89,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,215,162,215,Alto,20.67,não_classificado,241387,0.4462,SEM GRUPO,60000,0.1,0.15,0.2,108,162,215,0.18,0.27,0.3583,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,TEREZA NELMA PORTO VIANA SOARES. em MACEIÓ. recebeu 1.077 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 162 no cenário intermediário de 15% e 215 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,162,215,267,46037,69060,92088,76.73,115.1,153.48
CRAÍBAS,28894,11777,CÍCERO JOSÉ RODRIGUES DE LIMA,ZÉ DO LAELSON BOIADEIRO,PP,PROGRESSISTAS,ELEITO POR QP,1075,4,22009,26115,0.87395733156766,Monitoramento,TEÓFILO JOSÉ BARROSO PEREIRA,PP,não_classificado,não_classificado,35.87,4.88,215,161,215,Alto,8.33,não_classificado,14815,7.2562,SEM GRUPO,60000,0.1,0.15,0.2,108,161,215,0.18,0.2683,0.3583,BAIXO,48,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,CÍCERO JOSÉ RODRIGUES DE LIMA. em CRAÍBAS. recebeu 1.075 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 108 votos no cenário conservador de 10%. 161 no cenário intermediário de 15% e 215 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,108,161,215,268,46145,69221,92303,76.91,115.37,153.84
SANTANA DO IPANEMA,28592,15888,JOSEFA ELIANA SILVA BEZERRA,ELIANA FOFA,MDB,Movimento Democrático Brasileiro,ELEITO POR MÉDIA,1073,8,33506,47397,1.40167165913523,Média Prioridade,JOAO EDUARDO BULHOES PORTELA DE MELO,MDB,não_classificado,não_classificado,56.4,3.2,215,161,215,Alto,10.64,não_classificado,15135,7.0895,SEM GRUPO,60000,0.1,0.15,0.2,107,161,215,0.1783,0.2683,0.3583,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSEFA ELIANA SILVA BEZERRA. em SANTANA DO IPANEMA. recebeu 1.073 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 107 votos no cenário conservador de 10%. 161 no cenário intermediário de 15% e 215 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,107,161,215,269,46252,69382,92518,77.09,115.64,154.2
MATA GRANDE,27995,15789,RODOLFO IZIDORO SOARES ALVES,RODOLFO IZIDORO,MDB,Movimento Democrático Brasileiro,ELEITO POR QP,1070,3,19084,22147,0.7531750565540699,Monitoramento,MARIA FABIANA FARIAS DE ALENCAR,MDB,não_classificado,não_classificado,35.75,5.61,214,160,214,Alto,8.67,não_classificado,9620,11.1227,SEM GRUPO,60000,0.1,0.15,0.2,107,160,214,0.1783,0.2667,0.3567,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,RODOLFO IZIDORO SOARES ALVES. em MATA GRANDE. recebeu 1.070 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 107 votos no cenário conservador de 10%. 160 no cenário intermediário de 15% e 214 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,107,160,214,270,46359,69542,92732,77.26,115.9,154.55
JUNQUEIRO,27790,15999,MAURÍCIO DE OLIVEIRA SANTOS,MAURÍCIO DA CHURRASCARIA,MDB,Movimento Democrático Brasileiro,ELEITO POR QP,1068,3,20569,24381,0.8165400384959399,Monitoramento,CICERO LEANDRO PEREIRA DA SILVA,MDB,não_classificado,não_classificado,35.82,5.19,214,160,214,Alto,8.47,não_classificado,9171,11.6454,SEM GRUPO,60000,0.1,0.15,0.2,107,160,214,0.1783,0.2667,0.3567,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MAURÍCIO DE OLIVEIRA SANTOS. em JUNQUEIRO. recebeu 1.068 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 107 votos no cenário conservador de 10%. 160 no cenário intermediário de 15% e 214 no teto operacional de 20%. No cenário máximo. isso representa 0.36% da meta de 60.000 votos.,107,160,214,271,46466,69702,92946,77.44,116.17,154.91
PENEDO,28339,40555,VALDY VASCONCELOS,VALDY IDALINO,PSB,Partido Socialista Brasileiro,ELEITO POR QP,1066,6,44517,60189,1.83636305682454,Alta Prioridade,RONALDO PEREIRA LOPES,MDB,não_classificado,não_classificado,71.84,2.39,213,160,213,Alto,12.64,não_classificado,15743,6.7713,SEM GRUPO,60000,0.1,0.15,0.2,107,160,213,0.1783,0.2667,0.355,BAIXO,54,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,VALDY VASCONCELOS. em PENEDO. recebeu 1.066 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 107 votos no cenário conservador de 10%. 160 no cenário intermediário de 15% e 213 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,107,160,213,272,46573,69862,93159,77.62,116.44,155.27
MACEIÓ,27855,22123,LEONARDO DA FONSECA DIAS,LEONARDO DIAS,PL,Partido Liberal,ELEITO POR QP,1062,90,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,212,159,212,Alto,20.67,não_classificado,241387,0.44,SEM GRUPO,60000,0.1,0.15,0.2,106,159,212,0.1767,0.265,0.3533,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LEONARDO DA FONSECA DIAS. em MACEIÓ. recebeu 1.062 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 106 votos no cenário conservador de 10%. 159 no cenário intermediário de 15% e 212 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,106,159,212,273,46679,70021,93371,77.8,116.7,155.62
SÃO LUÍS DO QUITUNDE,28690,15555,EDVANDRO GAMA PEREIRA,CABEÇA,MDB,Movimento Democrático Brasileiro,ELEITO POR QP,1062,1,24159,31792,0.98845418530158,Média Prioridade,MARCIA RAFAELA BARROS DE VASCONCELOS,MDB,não_classificado,não_classificado,55.99,4.4,212,159,212,Alto,11.12,não_classificado,11282,9.4132,SEM GRUPO,60000,0.1,0.15,0.2,106,159,212,0.1767,0.265,0.3533,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EDVANDRO GAMA PEREIRA. em SÃO LUÍS DO QUITUNDE. recebeu 1.062 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 106 votos no cenário conservador de 10%. 159 no cenário intermediário de 15% e 212 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,106,159,212,274,46785,70180,93583,77.98,116.97,155.97
MACEIÓ,27855,44444,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA,DAVID EMPREGOS AL,UNIÃO,União Brasil,ELEITO POR QP,1060,91,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,212,159,212,Alto,20.67,não_classificado,241387,0.4391,SEM GRUPO,60000,0.1,0.15,0.2,106,159,212,0.1767,0.265,0.3533,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA. em MACEIÓ. recebeu 1.060 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 106 votos no cenário conservador de 10%. 159 no cenário intermediário de 15% e 212 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,106,159,212,275,46891,70339,93795,78.15,117.23,156.32
SÃO MIGUEL DOS CAMPOS,28711,12777,ALEXANDRE PEREIRA DOS SANTOS,ALEXANDRE PEREIRA,PDT,Partido Democrático Trabalhista,ELEITO POR QP,1058,8,43990,53391,1.7579287568954198,Alta Prioridade,GEORGE CLEMENTE VIEIRA,MDB,não_classificado,não_classificado,71.76,2.41,212,159,212,Alto,12.62,não_classificado,19607,5.396,SEM GRUPO,60000,0.1,0.15,0.2,106,159,212,0.1767,0.265,0.3533,BAIXO,54,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ALEXANDRE PEREIRA DOS SANTOS. em SÃO MIGUEL DOS CAMPOS. recebeu 1.058 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 106 votos no cenário conservador de 10%. 159 no cenário intermediário de 15% e 212 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,106,159,212,276,46997,70498,94007,78.33,117.5,156.68
SATUBA,28770,44333,JEOZADAQUE GUEDES DA SILVA,DARK RIOS,UNIÃO,União Brasil,ELEITO POR QP,1053,1,15277,25000,0.6706671156171801,Monitoramento,DIOGENES JOSÉ NETO DE AMORIM,PP,não_classificado,não_classificado,35.67,6.89,211,158,211,Alto,9.34,não_classificado,8618,12.2186,SEM GRUPO,60000,0.1,0.15,0.2,105,158,211,0.175,0.2633,0.3517,BAIXO,53,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JEOZADAQUE GUEDES DA SILVA. em SATUBA. recebeu 1.053 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 105 votos no cenário conservador de 10%. 158 no cenário intermediário de 15% e 211 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,105,158,211,277,47102,70656,94218,78.5,117.76,157.03
MACEIÓ,27855,44444,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA,DAVID EMPREGOS AL,UNIÃO,União Brasil,ELEITO POR QP,1051,92,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,210,158,210,Alto,20.67,não_classificado,241387,0.4354,SEM GRUPO,60000,0.1,0.15,0.2,105,158,210,0.175,0.2633,0.35,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA. em MACEIÓ. recebeu 1.051 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 105 votos no cenário conservador de 10%. 158 no cenário intermediário de 15% e 210 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,105,158,210,278,47207,70814,94428,78.68,118.02,157.38
MACEIÓ,27855,44444,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA,DAVID EMPREGOS AL,UNIÃO,União Brasil,ELEITO POR QP,1051,93,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.17,210,158,210,Alto,20.67,não_classificado,241387,0.4354,SEM GRUPO,60000,0.1,0.15,0.2,105,158,210,0.175,0.2633,0.35,BAIXO,44,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,WARLLEN DAVID BEZERRA NASCIMENTO MESQUITA. em MACEIÓ. recebeu 1.051 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 105 votos no cenário conservador de 10%. 158 no cenário intermediário de 15% e 210 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,105,158,210,279,47312,70972,94638,78.85,118.29,157.73
SANTANA DO IPANEMA,28592,15123,ELIELSON DA SILVA,ELIELSON MOTORISTA,MDB,Movimento Democrático Brasileiro,ELEITO POR MÉDIA,1051,9,33506,47397,1.40167165913523,Média Prioridade,JOAO EDUARDO BULHOES PORTELA DE MELO,MDB,não_classificado,não_classificado,56.4,3.14,210,158,210,Alto,10.61,não_classificado,15135,6.9442,SEM GRUPO,60000,0.1,0.15,0.2,105,158,210,0.175,0.2633,0.35,BAIXO,48,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ELIELSON DA SILVA. em SANTANA DO IPANEMA. recebeu 1.051 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 105 votos no cenário conservador de 10%. 158 no cenário intermediário de 15% e 210 no teto operacional de 20%. No cenário máximo. isso representa 0.35% da meta de 60.000 votos.,105,158,210,280,47417,71130,94848,79.03,118.55,158.08
