municipio,codigo_tse_municipio,numero,vereador,nome_urna,partido,nome_partido,situacao,votos,rank_vereador_municipio,eleitorado_2024,populacao_estimada_2024,indice_estrategico_pct,prioridade_final,prefeito,partido_municipio,grupo_politico,relacao_davi,score_articulacao,percentual_votos_municipio,potencial_transferencia_conservador_20pct,potencial_transferencia_moderado_35pct,potencial_transferencia_alto_50pct,potencial_politico_vereador,indice_influencia_vereador,grupo_politico_original,total_votos_vereadores_municipio,percentual_votos_municipio_corrigido,grupo_politico_padronizado,meta_votos_davi_2026,taxa_conversao_conservadora,taxa_conversao_intermediaria,taxa_conversao_maxima,contribuicao_davi_10pct,contribuicao_davi_15pct,contribuicao_davi_20pct,percentual_meta_davi_10pct,percentual_meta_davi_15pct,percentual_meta_davi_20pct,potencial_eleitoral_vereador,score_politico_calculado,metodologia_contribuicao,metodologia_score_politico,tooltip_contribuicao_corrigida,potencial_transferencia_conservador_10pct,potencial_transferencia_moderado_15pct,potencial_transferencia_maximo_20pct,ranking_contribuicao_davi,acumulado_davi_10pct,acumulado_davi_15pct,acumulado_davi_20pct,percentual_meta_acumulado_10pct,percentual_meta_acumulado_15pct,percentual_meta_acumulado_20pct
MINADOR DO NEGRÃO,28053,15222,ANTONIO BARBOSA CARDOSO,TONHO CARDOSO,MDB,Movimento Democrático Brasileiro,ELEITO POR MÉDIA,178,9,5300,4938,0.1978737789848,Monitoramento,JOSIAS SOARES DA SILVA,MDB,não_classificado,não_classificado,25.2,3.36,36,27,36,Médio,5.69,não_classificado,2787,6.3868,SEM GRUPO,60000,0.1,0.15,0.2,18,27,36,0.03,0.045,0.06,RESIDUAL,35,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ANTONIO BARBOSA CARDOSO. em MINADOR DO NEGRÃO. recebeu 178 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 18 votos no cenário conservador de 10%. 27 no cenário intermediário de 15% e 36 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,18,27,36,1343,107270,160929,214587,178.78,268.22,357.64
JAPARATINGA,27715,10222,EVERALDO SOLANO DE VASCONCELOS NETO,NETO DO ADERSON,REPUBLICANOS,REPUBLICANOS,ELEITO POR MÉDIA,178,14,9070,9443,0.34787208297486,Monitoramento,JOSÉ SEVERINO DA SILVA,MDB,não_classificado,não_classificado,25.35,1.96,36,27,36,Baixo,4.98,não_classificado,6008,2.9627,SEM GRUPO,60000,0.1,0.15,0.2,18,27,36,0.03,0.045,0.06,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EVERALDO SOLANO DE VASCONCELOS NETO. em JAPARATINGA. recebeu 178 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 18 votos no cenário conservador de 10%. 27 no cenário intermediário de 15% e 36 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,18,27,36,1344,107288,160956,214623,178.81,268.26,357.7
FELIZ DESERTO,27537,11000,JOSÉ ADILSON LESSA SABINO,ZE ADILSON,PP,PROGRESSISTAS,ELEITO POR MÉDIA,176,8,4136,4038,0.15613507390035,Monitoramento,JORGE LUIS SILVA NUNES,PP,não_classificado,não_classificado,25.16,4.26,35,26,35,Médio,6.16,não_classificado,2144,8.209,SEM GRUPO,60000,0.1,0.15,0.2,18,26,35,0.03,0.0433,0.0583,RESIDUAL,40,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ ADILSON LESSA SABINO. em FELIZ DESERTO. recebeu 176 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 18 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 35 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,18,26,35,1345,107306,160982,214658,178.84,268.3,357.76
FELIZ DESERTO,27537,10333,EVERTON ROCHA ERNESTO,EVERTON ROCHA,REPUBLICANOS,REPUBLICANOS,ELEITO POR QP,176,9,4136,4038,0.15613507390035,Monitoramento,JORGE LUIS SILVA NUNES,PP,não_classificado,não_classificado,25.16,4.26,35,26,35,Médio,6.16,não_classificado,2144,8.209,SEM GRUPO,60000,0.1,0.15,0.2,18,26,35,0.03,0.0433,0.0583,RESIDUAL,40,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EVERTON ROCHA ERNESTO. em FELIZ DESERTO. recebeu 176 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 18 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 35 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,18,26,35,1346,107324,161008,214693,178.87,268.35,357.82
MACEIÓ,27855,10777,LUIZ CARLOS DOS SANTOS,LUIZ CARLOS LABAREDA,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,172,155,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.03,34,26,34,Baixo,20.6,não_classificado,241387,0.0713,SEM GRUPO,60000,0.1,0.15,0.2,17,26,34,0.0283,0.0433,0.0567,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUIZ CARLOS DOS SANTOS. em MACEIÓ. recebeu 172 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 34 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,26,34,1347,107341,161034,214727,178.9,268.39,357.88
SANTANA DO IPANEMA,28592,13999,PAULO ROBERTO CHAGAS SANTOS,PROF PAULO ROBERTO,PT,Partido dos Trabalhadores,NÃO ELEITO,172,15,33506,47397,1.40167165913523,Média Prioridade,JOAO EDUARDO BULHOES PORTELA DE MELO,MDB,não_classificado,não_classificado,56.4,0.51,34,26,34,Baixo,9.16,não_classificado,15135,1.1364,SEM GRUPO,60000,0.1,0.15,0.2,17,26,34,0.0283,0.0433,0.0567,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,PAULO ROBERTO CHAGAS SANTOS. em SANTANA DO IPANEMA. recebeu 172 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 34 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,26,34,1348,107358,161060,214761,178.93,268.43,357.94
CAMPESTRE,27081,44111,DARLLAN FILLIPE CAETANO DA SILVA,DARLLAN CAETANO,UNIÃO,União Brasil,ELEITO POR MÉDIA,172,9,6291,6807,0.2436829076551099,Monitoramento,NELSON MENDES DA SILVA NETO,MDB,não_classificado,não_classificado,25.24,2.73,34,26,34,Médio,5.36,não_classificado,3110,5.5305,SEM GRUPO,60000,0.1,0.15,0.2,17,26,34,0.0283,0.0433,0.0567,RESIDUAL,35,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,DARLLAN FILLIPE CAETANO DA SILVA. em CAMPESTRE. recebeu 172 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 34 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,26,34,1349,107375,161086,214795,178.96,268.48,357.99
MACEIÓ,27855,10456,MARCELO BARBOSA DE LIMA,MARCELO LIMA,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,171,156,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.03,34,26,34,Baixo,20.6,não_classificado,241387,0.0708,SEM GRUPO,60000,0.1,0.15,0.2,17,26,34,0.0283,0.0433,0.0567,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,MARCELO BARBOSA DE LIMA. em MACEIÓ. recebeu 171 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 26 no cenário intermediário de 15% e 34 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,26,34,1350,107392,161112,214829,178.99,268.52,358.05
PINDOBA,28398,10123,LOURENÇO OLIVEIRA DA SILVA,LOURENÇO SEVERINO,REPUBLICANOS,REPUBLICANOS,ELEITO POR QP,168,3,2989,2786,0.11160409878201,Monitoramento,JOSÉ CICERO CARDOSO COSTA,REPUBLICANOS,não_classificado,não_classificado,25.11,5.62,34,25,34,Alto,6.89,não_classificado,1958,8.5802,SEM GRUPO,60000,0.1,0.15,0.2,17,25,34,0.0283,0.0417,0.0567,RESIDUAL,40,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LOURENÇO OLIVEIRA DA SILVA. em PINDOBA. recebeu 168 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 34 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,25,34,1351,107409,161137,214863,179.02,268.56,358.1
IGREJA NOVA,27634,25000,ELIZANGELA VIEIRA SANTOS LIMA,DRA ELIZANGELA,PRD,Partido Renovação Democrática,NÃO ELEITO,167,14,18088,22125,0.72443017395498,Monitoramento,TIAGO GOMES DOS SANTOS,MDB,não_classificado,não_classificado,35.72,0.92,33,25,33,Baixo,6.08,não_classificado,9791,1.7056,SEM GRUPO,60000,0.1,0.15,0.2,17,25,33,0.0283,0.0417,0.055,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ELIZANGELA VIEIRA SANTOS LIMA. em IGREJA NOVA. recebeu 167 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,25,33,1352,107426,161162,214896,179.04,268.6,358.16
MACEIÓ,27855,10777,LUIZ CARLOS DOS SANTOS,LUIZ CARLOS LABAREDA,REPUBLICANOS,REPUBLICANOS,NÃO ELEITO,166,157,632812,994464,27.397829079873947,Alta Prioridade,JOAO HENRIQUE HOLANDA CALDAS,PL,não_classificado,não_classificado,82.4,0.03,33,25,33,Baixo,20.6,não_classificado,241387,0.0688,SEM GRUPO,60000,0.1,0.15,0.2,17,25,33,0.0283,0.0417,0.055,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUIZ CARLOS DOS SANTOS. em MACEIÓ. recebeu 166 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 17 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,17,25,33,1353,107443,161187,214929,179.07,268.64,358.22
ARAPIRACA,27057,35888,ELVYS MENESES MIRANDA,ELVYS TATUZINHO,PMB,Partido da Mulher Brasileira,NÃO ELEITO,165,64,155982,243661,6.73965243482755,Alta Prioridade,JOSE LUCIANO BARBOSA DA SILVA,MDB,não_classificado,não_classificado,81.74,0.11,33,25,33,Baixo,14.34,não_classificado,76514,0.2156,SEM GRUPO,60000,0.1,0.15,0.2,16,25,33,0.0267,0.0417,0.055,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,ELVYS MENESES MIRANDA. em ARAPIRACA. recebeu 165 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,16,25,33,1354,107459,161212,214962,179.1,268.69,358.27
JAPARATINGA,27715,15555,EWEDY DA SILVA BARBOSA DE MENDONÇA,BEBIDINHA DO NILDO,MDB,Movimento Democrático Brasileiro,NÃO ELEITO,165,15,9070,9443,0.34787208297486,Monitoramento,JOSÉ SEVERINO DA SILVA,MDB,não_classificado,não_classificado,25.35,1.82,33,25,33,Baixo,4.91,não_classificado,6008,2.7463,SEM GRUPO,60000,0.1,0.15,0.2,16,25,33,0.0267,0.0417,0.055,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,EWEDY DA SILVA BARBOSA DE MENDONÇA. em JAPARATINGA. recebeu 165 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,16,25,33,1355,107475,161237,214995,179.12,268.73,358.32
PÃO DE AÇÚCAR,28274,44444,DELIS LISBOA PEREIRA,DELIS PEREIRA,UNIÃO,União Brasil,NÃO ELEITO,164,12,19298,24291,0.77928163791783,Monitoramento,JORGE SILVA DANTAS,MDB,não_classificado,não_classificado,35.78,0.85,33,25,33,Baixo,6.07,não_classificado,8978,1.8267,SEM GRUPO,60000,0.1,0.15,0.2,16,25,33,0.0267,0.0417,0.055,RESIDUAL,25,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,DELIS LISBOA PEREIRA. em PÃO DE AÇÚCAR. recebeu 164 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 25 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,16,25,33,1356,107491,161262,215028,179.15,268.77,358.38
SANTANA DO IPANEMA,28592,13456,JOSEANE SOARES DOS SANTOS,JOSY BOUTIQUE,PT,Partido dos Trabalhadores,NÃO ELEITO,163,16,33506,47397,1.40167165913523,Média Prioridade,JOAO EDUARDO BULHOES PORTELA DE MELO,MDB,não_classificado,não_classificado,56.4,0.49,33,24,33,Baixo,9.15,não_classificado,15135,1.077,SEM GRUPO,60000,0.1,0.15,0.2,16,24,33,0.0267,0.04,0.055,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSEANE SOARES DOS SANTOS. em SANTANA DO IPANEMA. recebeu 163 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 33 no teto operacional de 20%. No cenário máximo. isso representa 0.06% da meta de 60.000 votos.,16,24,33,1357,107507,161286,215061,179.18,268.81,358.44
ATALAIA,27073,12789,PEDRO MAURÍCIO BORGES TENÓRIO SILVA,PEDRO TENÓRIO,PDT,Partido Democrático Trabalhista,NÃO ELEITO,162,18,32883,38530,1.30121074857304,Média Prioridade,CECILIA LIMA HERRMANN,MDB,não_classificado,não_classificado,56.3,0.49,32,24,32,Baixo,9.1,não_classificado,18928,0.8559,SEM GRUPO,60000,0.1,0.15,0.2,16,24,32,0.0267,0.04,0.0533,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,PEDRO MAURÍCIO BORGES TENÓRIO SILVA. em ATALAIA. recebeu 162 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 32 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,32,1358,107523,161310,215093,179.2,268.85,358.49
MARECHAL DEODORO,27936,77111,PETRÚCIO DOS SANTOS SILVA,ZANO DO BOSQUE,SOLIDARIEDADE,Solidariedade,NÃO ELEITO,161,18,46217,62341,1.90512481404747,Alta Prioridade,ANDRÉ LUIZ BARROS DA SILVA,MDB,não_classificado,não_classificado,71.91,0.35,32,24,32,Baixo,11.55,não_classificado,19671,0.8185,SEM GRUPO,60000,0.1,0.15,0.2,16,24,32,0.0267,0.04,0.0533,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,PETRÚCIO DOS SANTOS SILVA. em MARECHAL DEODORO. recebeu 161 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 32 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,32,1359,107539,161334,215125,179.23,268.89,358.54
SÃO MIGUEL DOS CAMPOS,28711,25111,LUAN LUTHZEMBERG FERREIRA DE ANDRADE,LUAN VETERINÁRIO,PRD,Partido Renovação Democrática,NÃO ELEITO,160,18,43990,53391,1.7579287568954198,Alta Prioridade,GEORGE CLEMENTE VIEIRA,MDB,não_classificado,não_classificado,71.76,0.36,32,24,32,Baixo,11.49,não_classificado,19607,0.816,SEM GRUPO,60000,0.1,0.15,0.2,16,24,32,0.0267,0.04,0.0533,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUAN LUTHZEMBERG FERREIRA DE ANDRADE. em SÃO MIGUEL DOS CAMPOS. recebeu 160 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 32 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,32,1360,107555,161358,215157,179.26,268.93,358.6
PINDOBA,28398,10555,JOSÉ CICERO MARIANO DA SILVA,GURI,REPUBLICANOS,REPUBLICANOS,ELEITO POR QP,160,4,2989,2786,0.11160409878201,Monitoramento,JOSÉ CICERO CARDOSO COSTA,REPUBLICANOS,não_classificado,não_classificado,25.11,5.35,32,24,32,Alto,6.74,não_classificado,1958,8.1716,SEM GRUPO,60000,0.1,0.15,0.2,16,24,32,0.0267,0.04,0.0533,RESIDUAL,40,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ CICERO MARIANO DA SILVA. em PINDOBA. recebeu 160 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 32 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,32,1361,107571,161382,215189,179.28,268.97,358.65
JAPARATINGA,27715,15123,LUCICLEIDE MARIA DA SILVA,KELL DA USINA,MDB,Movimento Democrático Brasileiro,NÃO ELEITO,160,16,9070,9443,0.34787208297486,Monitoramento,JOSÉ SEVERINO DA SILVA,MDB,não_classificado,não_classificado,25.35,1.76,32,24,32,Baixo,4.87,não_classificado,6008,2.6631,SEM GRUPO,60000,0.1,0.15,0.2,16,24,32,0.0267,0.04,0.0533,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,LUCICLEIDE MARIA DA SILVA. em JAPARATINGA. recebeu 160 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 32 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,32,1362,107587,161406,215221,179.31,269.01,358.7
DOIS RIACHOS,27499,13123,NATANE INGRID SOARES DE SOUZA,NATANE SOARES,PT,Partido dos Trabalhadores,NÃO ELEITO,157,13,9898,9906,0.37591156607118,Monitoramento,ROZINEIDE BARBOSA DE ARAÚJO CAMILO,MDB,não_classificado,não_classificado,25.38,1.59,31,24,31,Baixo,4.79,não_classificado,6058,2.5916,SEM GRUPO,60000,0.1,0.15,0.2,16,24,31,0.0267,0.04,0.0517,RESIDUAL,30,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,NATANE INGRID SOARES DE SOUZA. em DOIS RIACHOS. recebeu 157 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 24 no cenário intermediário de 15% e 31 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,24,31,1363,107603,161430,215252,179.34,269.05,358.75
MARECHAL DEODORO,27936,77444,JOSÉ RAFAEL DA SILVA,RAFAEL DO FORRÓ,SOLIDARIEDADE,Solidariedade,NÃO ELEITO,155,19,46217,62341,1.90512481404747,Alta Prioridade,ANDRÉ LUIZ BARROS DA SILVA,MDB,não_classificado,não_classificado,71.91,0.34,31,23,31,Baixo,11.55,não_classificado,19671,0.788,SEM GRUPO,60000,0.1,0.15,0.2,16,23,31,0.0267,0.0383,0.0517,RESIDUAL,36,"Contribuição corrigida: votos nominais do vereador em 2024 multiplicados por 10%, 15% e 20%. O cenário de 20% é o teto operacional. Nenhum vereador pode contribuir, na estimativa, com mais votos do que recebeu.",Score 0-100: até 40 pontos por porte eleitoral; até 25 por percentual de votos no município; até 20 por prioridade territorial; até 15 por grupo político classificado.,JOSÉ RAFAEL DA SILVA. em MARECHAL DEODORO. recebeu 155 votos em 2024. Pela metodologia corrigida. a contribuição potencial para Davi é calculada como conversão de parte desses próprios eleitores: 16 votos no cenário conservador de 10%. 23 no cenário intermediário de 15% e 31 no teto operacional de 20%. No cenário máximo. isso representa 0.05% da meta de 60.000 votos.,16,23,31,1364,107619,161453,215283,179.36,269.09,358.8
