chave_local,municipio,local,endereco,consulta,status
RIO LARGO|GRUPO ESCOLAR MANOEL SOARES DE SOUZA|VILA RAUL S/N,RIO LARGO,GRUPO ESCOLAR MANOEL SOARES DE SOUZA,VILA RAUL S/N,"GRUPO ESCOLAR MANOEL SOARES DE SOUZA, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA|CJ RES. FRANCISCO TAVARES GRANJA, S/N",RIO LARGO,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N","ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA, CJ RES. FRANCISCO TAVARES GRANJA, S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA|CJ RES. FRANCISCO TAVARES GRANJA, S/N",RIO LARGO,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N","ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA|CJ RES. FRANCISCO TAVARES GRANJA, S/N",RIO LARGO,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N","CJ RES. FRANCISCO TAVARES GRANJA, S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA|CJ RES. FRANCISCO TAVARES GRANJA, S/N",RIO LARGO,ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA,"CJ RES. FRANCISCO TAVARES GRANJA, S/N","ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N,RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,RUA ANTONIO ELIAS CALHEIROS S/N,"GRUPO ESCOLAR OZORIA MOURA DE LIMA, RUA ANTONIO ELIAS CALHEIROS S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N,RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,RUA ANTONIO ELIAS CALHEIROS S/N,"GRUPO ESCOLAR OZORIA MOURA DE LIMA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N,RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,RUA ANTONIO ELIAS CALHEIROS S/N,"RUA ANTONIO ELIAS CALHEIROS S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N,RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,RUA ANTONIO ELIAS CALHEIROS S/N,"GRUPO ESCOLAR OZORIA MOURA DE LIMA, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO|PATIO DA REDE FERROVIARIA S/N,RIO LARGO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,"ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO, PATIO DA REDE FERROVIARIA S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO|PATIO DA REDE FERROVIARIA S/N,RIO LARGO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,"ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO|PATIO DA REDE FERROVIARIA S/N,RIO LARGO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,"PATIO DA REDE FERROVIARIA S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO|PATIO DA REDE FERROVIARIA S/N,RIO LARGO,ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO,PATIO DA REDE FERROVIARIA S/N,"ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON|COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA",RIO LARGO,ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON,"COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA","ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON, COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON|COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA",RIO LARGO,ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON,"COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA","ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON|COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA",RIO LARGO,ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON,"COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA","COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON|COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA",RIO LARGO,ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON,"COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA","ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N,RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,TRAV SANTA LUZIA S/N,"GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO, TRAV SANTA LUZIA S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N,RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,TRAV SANTA LUZIA S/N,"GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N,RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,TRAV SANTA LUZIA S/N,"TRAV SANTA LUZIA S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N,RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,TRAV SANTA LUZIA S/N,"GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR DALMARIO DE SOUZA|RUA ALTO DA SAUDADE SN,RIO LARGO,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,"GRUPO ESCOLAR DALMARIO DE SOUZA, RUA ALTO DA SAUDADE SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR DALMARIO DE SOUZA|RUA ALTO DA SAUDADE SN,RIO LARGO,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,"GRUPO ESCOLAR DALMARIO DE SOUZA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR DALMARIO DE SOUZA|RUA ALTO DA SAUDADE SN,RIO LARGO,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,"RUA ALTO DA SAUDADE SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR DALMARIO DE SOUZA|RUA ALTO DA SAUDADE SN,RIO LARGO,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,"GRUPO ESCOLAR DALMARIO DE SOUZA, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA ESTADUAL TABULEIRO DO PINTO|RUA DA CAIXA SN,RIO LARGO,ESCOLA ESTADUAL TABULEIRO DO PINTO,RUA DA CAIXA SN,"ESCOLA ESTADUAL TABULEIRO DO PINTO, RUA DA CAIXA SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA ESTADUAL TABULEIRO DO PINTO|RUA DA CAIXA SN,RIO LARGO,ESCOLA ESTADUAL TABULEIRO DO PINTO,RUA DA CAIXA SN,"ESCOLA ESTADUAL TABULEIRO DO PINTO, RIO LARGO, Alagoas, Brasil",ENCONTRADO
"RIO LARGO|ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO|PRACA TEIZEIRA BARROS., SN",RIO LARGO,ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO,"PRACA TEIZEIRA BARROS., SN","ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO, PRACA TEIZEIRA BARROS., SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO|PRACA TEIZEIRA BARROS., SN",RIO LARGO,ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO,"PRACA TEIZEIRA BARROS., SN","ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO|PRACA TEIZEIRA BARROS., SN",RIO LARGO,ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO,"PRACA TEIZEIRA BARROS., SN","PRACA TEIZEIRA BARROS., SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO|PRACA TEIZEIRA BARROS., SN",RIO LARGO,ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO,"PRACA TEIZEIRA BARROS., SN","ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN,RIO LARGO,GRUPO ESCOLAR ODILO ALVARES DE SOUZA,AV MUNIZ FALCAO SN,"GRUPO ESCOLAR ODILO ALVARES DE SOUZA, AV MUNIZ FALCAO SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN,RIO LARGO,GRUPO ESCOLAR ODILO ALVARES DE SOUZA,AV MUNIZ FALCAO SN,"GRUPO ESCOLAR ODILO ALVARES DE SOUZA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN,RIO LARGO,GRUPO ESCOLAR ODILO ALVARES DE SOUZA,AV MUNIZ FALCAO SN,"AV MUNIZ FALCAO SN, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN,RIO LARGO,GRUPO ESCOLAR ODILO ALVARES DE SOUZA,AV MUNIZ FALCAO SN,"GRUPO ESCOLAR ODILO ALVARES DE SOUZA, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY|ROD AL 210, CJ EDSON NOVAES S/N",RIO LARGO,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N","CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY, ROD AL 210, CJ EDSON NOVAES S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY|ROD AL 210, CJ EDSON NOVAES S/N",RIO LARGO,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N","CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY|ROD AL 210, CJ EDSON NOVAES S/N",RIO LARGO,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N","ROD AL 210, CJ EDSON NOVAES S/N, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY|ROD AL 210, CJ EDSON NOVAES S/N",RIO LARGO,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N","CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU,VILA MARILIA,"ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU, VILA MARILIA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU,VILA MARILIA,"ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU,VILA MARILIA,"VILA MARILIA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU,VILA MARILIA,"ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO,CONJUNTO MUTIRAO,"ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO, CONJUNTO MUTIRAO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO,CONJUNTO MUTIRAO,"ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO,CONJUNTO MUTIRAO,"CONJUNTO MUTIRAO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO,RIO LARGO,ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO,CONJUNTO MUTIRAO,"ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO",RIO LARGO,CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA,"CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO","CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA, CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO",RIO LARGO,CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA,"CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO","CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO",RIO LARGO,CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA,"CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO","CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO",RIO LARGO,CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA,"CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO","CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA, Alagoas, Brasil",SEM_RESULTADO
"RIO LARGO|ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE|R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRAO",RIO LARGO,ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE,"R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRAO","ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE, R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRAO, RIO LARGO, Alagoas, Brasil",SEM_RESULTADO
