prioridade,prioridade_recalculada,tipo_pendencia,municipio,local_sem_geo,melhor_local_cache,endereco_cache,consulta_geocoding,registros_afetados,score_similaridade,status_match,status_geocodificacao,latitude_curadoria,longitude_curadoria,bairro_curadoria,status_curadoria,fonte_validacao,observacao_curadoria
PRIORIDADE_2,PRIORIDADE_2,ENDERECO_URBANO,PENEDO,COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA,COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA,"PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRACA SANTA LUZIA)","PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRAÇA SANTA LUZIA), Penedo, Alagoas, Brasil",175,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,ARAPIRACA,ESCOLAR ANA BERNARDES SILVEIRA,ESCOLAR ANA BERNARDES SILVEIRA,SERRA DOS FERREIRA S/N,"SERRA DOS FERREIRA S/N, Arapiraca, Alagoas, Brasil",171,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,VILA,MARECHAL DEODORO,ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO,ESCOLA MUNICIPAL ALTINA RIBEIRO TOLEDO,VILA ALTINA SN,"VILA ALTINA SN, Marechal Deodoro, Alagoas, Brasil",168,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,CONJUNTO_HABITACIONAL,RIO LARGO,ESCOLA PREFEITO WALTER DORIA DE FIGUEIREDO,ESCOLA PREFEITO WALTER DORIA DE FIGUEIREDO,"CJ MARIO MAFRA, QUADRA D-04","CJ MARIO MAFRA, QUADRA D-04, Rio Largo, Alagoas, Brasil",166,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,CONJUNTO_HABITACIONAL,MACEIO,E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR,E.E. MANUEL BALTAZAR P. DIEGUES JUNIOR,"CONJUNTO SANTA MARIA, S/N - RUA D QD 8","CONJUNTO SANTA MARIA, S/N - RUA D QD 8, Maceio, Alagoas, Brasil",164,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,CONJUNTO_HABITACIONAL,RIO LARGO,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY,"ROD AL 210, CJ EDSON NOVAES S/N","ROD AL 210, CJ EDSON NOVAES S/N, Rio Largo, Alagoas, Brasil",161,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,MACEIO,COLÉGIO BRASIL (ANTIGO ISAAC NEWTON),COLEGIO BRASIL (ANTIGO ISAAC NEWTON),"RUA FERNANDO MENDES PINTO, N 11","RUA FERNANDO MENDES PINTO, N 11, Maceio, Alagoas, Brasil",159,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,CONJUNTO_HABITACIONAL,MACEIO,E.M. GASTONE LÚCIA DE CARVALHO BELTRÃO,E.M. GASTONE LUCIA DE CARVALHO BELTRAO,"CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N","CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N, Maceio, Alagoas, Brasil",159,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ENDERECO_URBANO,MACEIO,EDIFÍCIO DO SENAC,EDIFICIO DO SENAC,"AV. PEDRO PAULINO, 77","AV. PEDRO PAULINO, 77, Maceio, Alagoas, Brasil",158,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,RIO LARGO,GRUPO ESCOLAR DALMARIO DE SOUZA,GRUPO ESCOLAR DALMARIO DE SOUZA,RUA ALTO DA SAUDADE SN,"RUA ALTO DA SAUDADE SN, Rio Largo, Alagoas, Brasil",156,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA MUNICIPAL DIONISIA APRATTO TENORIO,ESCOLA MUNICIPAL DIONISIA APRATTO TENORIO,"AV. PREFEITO PEDRO FERNANDES, S/N","AV. PREFEITO PEDRO FERNANDES, S/N, Sao Miguel Dos Campos, Alagoas, Brasil",156,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA DE EDUCAÇÃO BÁSICA CONSTRUTIVISTA,ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA,"RUA PROJETADA, 16","RUA PROJETADA, 16, Sao Miguel Dos Campos, Alagoas, Brasil",155,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ENDERECO_URBANO,ARAPIRACA,CENTRO DE EDUCAÇÃO INFANTIL JOANNA DE ANGELLIS (ANTIGO MADRE PAULINA),CENTRO DE EDUCACAO INFANTIL JOANNA DE ANGELLIS (ANTIGO MADRE PAULINA),RUA DOMINGOS CORREIA 1065,"RUA DOMINGOS CORREIA 1065, Arapiraca, Alagoas, Brasil",154,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,LOTEAMENTO,MARECHAL DEODORO,ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS,ESCOLA MUNICIPAL PREFEITO MANOEL MESSIAS DOS SANTOS,RUA SALVADOR S/N LOT. LUAR DO FRANCES,"RUA SALVADOR S/N LOT. LUAR DO FRANCÊS, Marechal Deodoro, Alagoas, Brasil",153,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_2,PRIORIDADE_2,ESCOLA_URBANA_OU_SEDE,MACEIO,ESC. MUN. PIO X (PRÉDIO DO ANTIGO COL.SAGRADA FAMÍLIA),ESC. MUN. PIO X (PREDIO DO ANTIGO COL.SAGRADA FAMILIA),"RUA PROFESSORA ZEZE LOUREIRO, 200","RUA PROFESSORA ZEZE LOUREIRO, 200, Maceio, Alagoas, Brasil",150,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MARECHAL DEODORO,ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA,ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA,RUA MARINITA DE GOUVEIA SN,"RUA MARINITA DE GOUVEIA SN, Marechal Deodoro, Alagoas, Brasil",149,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,GRUPO ESCOLAR OZORIA MOURA DE LIMA,RUA ANTONIO ELIAS CALHEIROS S/N,"RUA ANTONIO ELIAS CALHEIROS S/N, Rio Largo, Alagoas, Brasil",147,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,OUTROS,MACEIO,CLUBE DA CAIXA ECONÔMICA FEDERAL (APCEF/AL),CLUBE DA CAIXA ECONOMICA FEDERAL (APCEF/AL),"ROD. AL 101 NORTE, S/N","ROD. AL 101 NORTE, S/N, Maceio, Alagoas, Brasil",141,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,RIO LARGO,ESCOLA ESTADUAL JOÃO MORAIS CAVALCANTE,ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE,"R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRAO","R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRÃO, Rio Largo, Alagoas, Brasil",141,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,SAO MIGUEL DOS CAMPOS,CRECHE JOSEFA BENEDITA DOS SANTOS,CRECHE JOSEFA BENEDITA DOS SANTOS,AVENIDA PEDRO FERNANDES DE COSTA,"AVENIDA PEDRO FERNANDES DE COSTA, Sao Miguel Dos Campos, Alagoas, Brasil",141,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,COLÉGIO MUNICIPAL ESTHER SOARES TORRES,COLEGIO MUNICIPAL ESTHER SOARES TORRES,"AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N","AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N, Sao Miguel Dos Campos, Alagoas, Brasil",139,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS,ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS,"PRACA SENHORA DOS PRAZERES, SN","PRACA SENHORA DOS PRAZERES, SN, Sao Miguel Dos Campos, Alagoas, Brasil",135,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,TRAV SANTA LUZIA S/N,"TRAV SANTA LUZIA S/N, Rio Largo, Alagoas, Brasil",132,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,CORURIPE,CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRÃO DE CASTRO SIQUEIRA,CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRAO DE CASTRO SIQUEIRA,RUA PERNAMBUCO NOVO,"RUA PERNAMBUCO NOVO, Coruripe, Alagoas, Brasil",131,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,LOTEAMENTO,MACEIO,ESCOLA MUN. DOM MIGUEL FENELON CÂMARA,ESCOLA MUN. DOM MIGUEL FENELON CAMARA,"LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26","LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26, Maceio, Alagoas, Brasil",130,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MACEIO,ESCOLA MUN. PROF. DERALDO CAMPOS,ESCOLA MUN. PROF. DERALDO CAMPOS,"RUA TENENTE MOISES S. FIRMINO, S/N","RUA TENENTE MOISÉS S. FIRMINO, S/N, Maceio, Alagoas, Brasil",129,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,CORURIPE,ESCOLA MUNICIPAL MANOEL CECÍLIO DE JESUS,ESCOLA MUNICIPAL MANOEL CECILIO DE JESUS,"RUA DO JASMIM,","RUA DO JASMIM,, Coruripe, Alagoas, Brasil",128,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,VILA,ARAPIRACA,GRUPO ESCOLAR CÔNEGO EPITÁCIO RODRIGUES,GRUPO ESCOLAR CONEGO EPITACIO RODRIGUES,VILA SAO FRANCISCO,"VILA SAO FRANCISCO, Arapiraca, Alagoas, Brasil",127,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MARECHAL DEODORO,ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA,ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA,"RES MARIA GISLENE MATHEUS, S/N","RES MARIA GISLENE MATHEUS, S/N, Marechal Deodoro, Alagoas, Brasil",126,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,OUTROS,ARAPIRACA,IFAL - INSTITUTO FEDERAL DE ALAGOAS,IFAL - INSTITUTO FEDERAL DE ALAGOAS,"RODOVIA AL 110, N 4805","RODOVIA AL 110, N 4805, Arapiraca, Alagoas, Brasil",125,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,RIO LARGO,ESCOLA DE EDUCAÇÃO INFANTIL PADRE PAULINO,ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO,CONJUNTO MUTIRAO,"CONJUNTO MUTIRÃO, Rio Largo, Alagoas, Brasil",125,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,SITIO,MACEIO,ESC. EST. PROFª ANA COELHO PALMEIRA,ESC. EST. PROFa ANA COELHO PALMEIRA,"CONJ. ALFREDO GASPAR DE MENDONCA, S/N","CONJ. ALFREDO GASPAR DE MENDONCA, S/N, Maceio, Alagoas, Brasil",124,0.9302,MATCH_PROVAVEL,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,LOTEAMENTO,PENEDO,EMEB VEREADOR JOSÉ DA COSTA MANGABEIRA,EMEB VEREADOR JOSE DA COSTA MANGABEIRA,"RUA F, LOTEAMENTO SAO GONCALO, SN","RUA F, LOTEAMENTO SÃO GONÇALO, SN, Penedo, Alagoas, Brasil",122,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,PENEDO,ESCOLA ESTADUAL DR. ALCIDES ANDRADE,ESCOLA ESTADUAL DR. ALCIDES ANDRADE,"ROD. ENGENHEIRO JOAQUIM GONCALVES, S/N, PX. A GRANDE RIO VEICULOS","ROD. ENGENHEIRO JOAQUIM GONÇALVES, S/N, PX. A GRANDE RIO VEÍCULOS, Penedo, Alagoas, Brasil",122,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,VILA,RIO LARGO,ESCOLA DE EDUCAÇÃO INFANTIL AQUINO JAPIASSÚ,ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU,VILA MARILIA,"VILA MARÍLIA, Rio Largo, Alagoas, Brasil",120,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,ARAPIRACA,CENTRO DE EDUCAÇÃO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE,CENTRO DE EDUCACAO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE,"RUA OSMAN CAVALCANTE, S/N","RUA OSMAN CAVALCANTE, S/N, Arapiraca, Alagoas, Brasil",115,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,OUTROS,MACEIO,CMEI HERBERT DE SOUZA,CMEI HERBERT DE SOUZA,"ROD. AL 101 NORTE, S/N","ROD. AL 101 NORTE, S/N, Maceio, Alagoas, Brasil",115,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO,ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO,"VISCONDE DE SINIMBU, 182","VISCONDE DE SINIMBU, 182, Sao Miguel Dos Campos, Alagoas, Brasil",115,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,DELMIRO GOUVEIA,"FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR","FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR","RUA SARGENTO REGINALDO BANDEIRA, 342","RUA SARGENTO REGINALDO BANDEIRA, 342, Delmiro Gouveia, Alagoas, Brasil",113,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MACEIO,E.E. AQUILINA BULHÕES BARROS,E.E. AQUILINA BULHOES BARROS,"RUA HENRIQUE FRANCISCO BULHOES, 14 QD C","RUA HENRIQUE FRANCISCO BULHÕES, 14 QD C, Maceio, Alagoas, Brasil",111,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA,ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA,"TRAVESSA SENADOR MAXIMO, 104","TRAVESSA SENADOR MAXIMO, 104, Sao Miguel Dos Campos, Alagoas, Brasil",110,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,UNIAO DOS PALMARES,CRECHE MUNICIPAL TIA SUZETE,CRECHE MUNICIPAL TIA SUZETE,CONJUNTO NOVA ESPERANCA,"CONJUNTO NOVA ESPERANÇA, Uniao Dos Palmares, Alagoas, Brasil",108,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,VILA,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL GUIMARÃES PASSOS,ESCOLA DE ENSINO FUNDAMENTAL GUIMARAES PASSOS,VILA FERNANDES,"VILA FERNANDES, Arapiraca, Alagoas, Brasil",106,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,MARECHAL DEODORO,NEI ADÉLIA CAVALCANTE COSTA,NEI ADELIA CAVALCANTE COSTA,RUA DOS CAJUEIROS,"RUA DOS CAJUEIROS, Marechal Deodoro, Alagoas, Brasil",106,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,UNIAO DOS PALMARES,ESCOLA DE ENSINO FUNDAMENTAL FERNANDO JUAZEIRO,ESCOLA DE ENSINO FUNDAMENTAL FERNANDO JUAZEIRO,AV. DR. HERMANO PLECH 488,"AV. DR. HERMANO PLECH 488, Uniao Dos Palmares, Alagoas, Brasil",106,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,PALMEIRA DOS INDIOS,GRUPO ESCOLAR ANTÔNIA MACEDO,GRUPO ESCOLAR ANTONIA MACEDO,RUA CEL ANTONIO PANTALEAO SN,"RUA CEL ANTÔNIO PANTALEÃO SN, Palmeira Dos Indios, Alagoas, Brasil",101,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,SAO MIGUEL DOS CAMPOS,ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA,ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA,"RUA PROJETADA, S/N","RUA PROJETADA, S/N, Sao Miguel Dos Campos, Alagoas, Brasil",101,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MACEIO,COLÉGIO DOM BOSCO (ANTIGO COLÉGIO CARVALHO),COLEGIO DOM BOSCO (ANTIGO COLEGIO CARVALHO),RUA EURICO AYRES N. 131,"RUA EURICO AYRES N. 131, Maceio, Alagoas, Brasil",99,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,MACEIO,COLÉGIO ROSA MÍSTICA,COLEGIO ROSA MISTICA,"CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2","CONJUNTO OSMAN LOUREIRO, RUA 15, N 133, QD C2, Maceio, Alagoas, Brasil",99,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,SITIO,MACEIO,ESC. EST. PROFª EROTILDES RODRIGUES SALDANHA (EX SEN PETRÔNIO PORTELA),ESC. EST. PROFa EROTILDES RODRIGUES SALDANHA (EX SEN PETRONIO PORTELA),"RUA GOV. LAMENHA FILHO, S/N","RUA GOV. LAMENHA FILHO, S/N, Maceio, Alagoas, Brasil",99,0.9605,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ENDERECO_URBANO,MACEIO,CMEI SÔNIA CAVALCANTI,CMEI SONIA CAVALCANTI,"RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. A SEMED)","RUA GENERAL HERMES, S/N, BOM PARTO (VIZ. À SEMED), Maceio, Alagoas, Brasil",98,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,VILA,MACEIO,ESCOLA ESTADUAL MARIA AMÁLIA,ESCOLA ESTADUAL MARIA AMALIA,"RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC","RUA VALDEMAR RUFINO DOS SANTOS, S/N,VILA ABC, Maceio, Alagoas, Brasil",98,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,OUTROS,MARECHAL DEODORO,NEI MARIA IRENE DA SILVA,NEI MARIA IRENE DA SILVA,AV VIOLETA SN RD DENISSON AMORIM,"AV VIOLETA SN RD DENISSON AMORIM, Marechal Deodoro, Alagoas, Brasil",96,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,OUTROS,PENEDO,IFAL - CAMPUS PENEDO,IFAL - CAMPUS PENEDO,"ROD ENGENHEIRO JOAQUIM GONCALVES, S/N LOT SAO JOSE","ROD ENGENHEIRO JOAQUIM GONÇALVES, S/N LOT SÃO JOSÉ, Penedo, Alagoas, Brasil",96,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,PALMEIRA DOS INDIOS,ESCOLA ESTADUAL MANOEL PASSOS LIMA,ESCOLA ESTADUAL MANOEL PASSOS LIMA,"RUA GERVASIO MOREIRA, S/N","RUA GERVÁSIO MOREIRA, S/N, Palmeira Dos Indios, Alagoas, Brasil",95,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MACEIO,ESC. MUN. NOSSA SRª APARECIDA (PRÉDIO DO ANTIGO COL.SAGRADA FAMÍLIA),ESC. MUN. NOSSA SRa APARECIDA (PREDIO DO ANTIGO COL.SAGRADA FAMILIA),"RUA PROFESSORA MARIA JOSE LOUREIRO, S/N","RUA PROFESSORA MARIA JOSÉ LOUREIRO, S/N, Maceio, Alagoas, Brasil",91,0.9934,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,RIO LARGO,CMEI DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS,CMEI DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS,"CJ ANTONIO LINS DE SOUSA , QD6, MATA DO ROLO","CJ ANTONIO LINS DE SOUSA , QD6, MATA DO ROLO, Rio Largo, Alagoas, Brasil",88,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,DELMIRO GOUVEIA,"NOEMIA BANDEIRA DA SILVA,ESCOLA","NOEMIA BANDEIRA DA SILVA,ESCOLA","RUA DO CHAFARIZ, SN","RUA DO CHAFARIZ, SN, Delmiro Gouveia, Alagoas, Brasil",86,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,CONJUNTO_HABITACIONAL,MACEIO,ESC. MUN. PROFª NEIDE DE FREITAS FRANÇA,ESC. MUN. PROFa NEIDE DE FREITAS FRANCA,"CONJ. OTACILIO HOLANDA, S/N","CONJ. OTACILIO HOLANDA, S/N, Maceio, Alagoas, Brasil",84,0.9375,MATCH_PROVAVEL,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,SITIO,MACEIO,SEADES - SEC. DE EST. DA ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,SEADES - SEC. DE EST. DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL,RUA COMENDADOR CALACA 1339,"RUA COMENDADOR CALACA 1339, Maceio, Alagoas, Brasil",84,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,MACEIO,ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA,ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA,"RUA DR LUIS DE BARROS, S/N","RUA DR LUIS DE BARROS, S/N, Maceio, Alagoas, Brasil",82,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,PENEDO,GRUPO ESCOLAR ESTADUAL GABINO BESOURO,GRUPO ESCOLAR ESTADUAL GABINO BESOURO,"AVENIDA NILO PECANHA, 182, PROXIMO AO TIRO DE GUERRA","AVENIDA NILO PECANHA, 182, PRÓXIMO AO TIRO DE GUERRA, Penedo, Alagoas, Brasil",81,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
PRIORIDADE_3,PRIORIDADE_3,ESCOLA_URBANA_OU_SEDE,DELMIRO GOUVEIA,ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS,ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS,"RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE","RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE, Delmiro Gouveia, Alagoas, Brasil",79,1.0,MATCH_FORTE,NAO_ENCONTRADO,,,,PENDENTE,,
