chave_local,municipio,local,endereco,estrategia,consulta,status
ARAPIRACA|ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO|POVOADO CANAA S/N,ARAPIRACA,ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO,POVOADO CANAA S/N,PHOTON_LOCAL_MUNICIPIO,"ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO|POVOADO CANAA S/N,ARAPIRACA,ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO,POVOADO CANAA S/N,PHOTON_LOCAL_SIMPLIFICADO,"ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO|POVOADO CANAA S/N,ARAPIRACA,ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO,POVOADO CANAA S/N,PHOTON_ENDERECO_MUNICIPIO,"POVOADO CANAA, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA|SITIO BATINGAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA,SITIO BATINGAS,OSM_COMPLETA,"ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA, SITIO BATINGAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA|SITIO BATINGAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA,SITIO BATINGAS,OSM_COMPLETA_SEM_SN,"ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA, SITIO BATINGAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA|SITIO BATINGAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA,SITIO BATINGAS,OSM_LOCAL_MUNICIPIO,"ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA|SITIO BATINGAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA,SITIO BATINGAS,OSM_LOCAL_SIMPLIFICADO,"MANOEL HUMBERTO DA COSTA, ARAPIRACA, Alagoas, Brasil",ENCONTRADO
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,OSM_COMPLETA,"GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA, VILA SAO JOSE S/N, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,OSM_COMPLETA_SEM_SN,"GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA, VILA SAO JOSE, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N,ARAPIRACA,GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA,VILA SAO JOSE S/N,OSM_LOCAL_MUNICIPIO,"GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
