municipio,local_sem_geo,registros_afetados,melhor_correspondencia_cache,score_similaridade,status_match
MARECHAL DEODORO,ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA,149,MARECHAL DEODORO|ESCOLA MUNICIPAL MARIA PETRONILA DE GOUVEA|RUA MARINITA DE GOUVEIA SN,0.6562,SEM_MATCH
MACEIO,ESCOLA SANTA ROSA,148,MACEIO|ESCOLA HIGINO BELO|AV SANTA RITA DE CASSIA,0.4848,SEM_MATCH
RIO LARGO,GRUPO ESCOLAR OZORIA MOURA DE LIMA,147,RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N,0.6182,SEM_MATCH
MARECHAL DEODORO,ESCOLA ESTADUAL DEODORO DA FONSECA,147,MARECHAL DEODORO|ESCOLA ESTADUAL DEODORO DA FONSECA|PRACA PEDRO PAULINO SN,0.6296,SEM_MATCH
SAO MIGUEL DOS CAMPOS,CRECHE JOSEFA BENEDITA DOS SANTOS,141,SAO MIGUEL DOS CAMPOS|CRECHE JOSEFA BENEDITA DOS SANTOS|AVENIDA PEDRO FERNANDES DE COSTA,0.5455,SEM_MATCH
RIO LARGO,ESCOLA ESTADUAL JOÃO MORAIS CAVALCANTE,141,"MACEIO|ESCOLA ESTADUAL JOAO PAULO II|RUA MANOEL INACIO, S/N",0.5833,SEM_MATCH
MACEIO,CLUBE DA CAIXA ECONÔMICA FEDERAL (APCEF/AL),141,"MACEIO|CLUBE DA CAIXA ECONOMICA FEDERAL (APCEF/AL)|ROD. AL 101 NORTE, S/N",0.7455,SEM_MATCH
SAO MIGUEL DOS CAMPOS,COLÉGIO MUNICIPAL ESTHER SOARES TORRES,139,"SAO MIGUEL DOS CAMPOS|COLEGIO MUNICIPAL ESTHER SOARES TORRES|AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N",0.5278,SEM_MATCH
SAO MIGUEL DOS CAMPOS,ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS,135,"SAO MIGUEL DOS CAMPOS|ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS|PRACA SENHORA DOS PRAZERES, SN",0.6579,SEM_MATCH
RIO LARGO,GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO,132,RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N,0.7156,SEM_MATCH
CORURIPE,CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRÃO DE CASTRO SIQUEIRA,131,CORURIPE|CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRAO DE CASTRO SIQUEIRA|RUA PERNAMBUCO NOVO,0.8284,MATCH_FRACO
MACEIO,ESCOLA MUN. DOM MIGUEL FENELON CÂMARA,130,"MACEIO|ESCOLA MUN. DOM MIGUEL FENELON CAMARA|LOTEAMENTO JARDIM PETROPOLIS II, SN, QD 26",0.6,SEM_MATCH
MACEIO,ESCOLA MUN. PROF. DERALDO CAMPOS,129,"MACEIO|ESCOLA MUN. PROF. DERALDO CAMPOS|RUA TENENTE MOISES S. FIRMINO, S/N",0.6364,SEM_MATCH
CORURIPE,ESCOLA MUNICIPAL MANOEL CECÍLIO DE JESUS,128,"CORURIPE|ESCOLA MUNICIPAL MANOEL CECILIO DE JESUS|RUA DO JASMIM,",0.7767,MATCH_FRACO
ARAPIRACA,GRUPO ESCOLAR CÔNEGO EPITÁCIO RODRIGUES,127,ARAPIRACA|GRUPO ESCOLAR CONEGO EPITACIO RODRIGUES|VILA SAO FRANCISCO,0.729,SEM_MATCH
MARECHAL DEODORO,ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA,126,"MARECHAL DEODORO|ESCOLA MUNICIPAL CARLOS AVELINO DA SILVA|RES MARIA GISLENE MATHEUS, S/N",0.6299,SEM_MATCH
RIO LARGO,ESCOLA DE EDUCAÇÃO INFANTIL PADRE PAULINO,125,RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO,0.7523,MATCH_FRACO
MACEIO,INSS,125,"MACEIO|COLEGIO DLINS|RUA PEDROSA, 225",0.2,SEM_MATCH
ARAPIRACA,IFAL - INSTITUTO FEDERAL DE ALAGOAS,125,"ARAPIRACA|IFAL - INSTITUTO FEDERAL DE ALAGOAS|RODOVIA AL 110, N 4805",0.6735,SEM_MATCH
MACEIO,ESC. EST. PROFª ANA COELHO PALMEIRA,124,"MACEIO|ESC. EST. PROFa ANA COELHO PALMEIRA|CONJ. ALFREDO GASPAR DE MENDONCA, S/N",0.614,SEM_MATCH
PENEDO,ESCOLA ESTADUAL DR. ALCIDES ANDRADE,122,"MACEIO|E.E. OTACILIO HOLANDA DE ANDRADE|RUA SAO LUIZ, 09",0.5962,SEM_MATCH
PENEDO,EMEB VEREADOR JOSÉ DA COSTA MANGABEIRA,122,"PENEDO|EMEB VEREADOR JOSE DA COSTA MANGABEIRA|RUA F, LOTEAMENTO SAO GONCALO, SN",0.6609,SEM_MATCH
RIO LARGO,GRUPO ESCOLAR ODILO ALVARES DE SOUZA,122,RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN,0.7129,SEM_MATCH
RIO LARGO,ESCOLA DE EDUCAÇÃO INFANTIL AQUINO JAPIASSÚ,120,RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA,0.789,MATCH_FRACO
MACEIO,CMEI HERBERT DE SOUZA,115,"MACEIO|CMEI HERBERT DE SOUZA|ROD. AL 101 NORTE, S/N",0.6,SEM_MATCH
ARAPIRACA,CENTRO DE EDUCAÇÃO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE,115,"ARAPIRACA|CENTRO DE EDUCACAO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE|RUA OSMAN CAVALCANTE, S/N",0.7826,MATCH_FRACO
SAO MIGUEL DOS CAMPOS,ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO,115,"SAO MIGUEL DOS CAMPOS|ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO|VISCONDE DE SINIMBU, 182",0.6102,SEM_MATCH
DELMIRO GOUVEIA,"FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR",113,"DELMIRO GOUVEIA|FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR|RUA SARGENTO REGINALDO BANDEIRA, 342",0.5873,SEM_MATCH
MACEIO,E.E. AQUILINA BULHÕES BARROS,111,"MACEIO|E.E. AQUILINA BULHOES BARROS|RUA HENRIQUE FRANCISCO BULHOES, 14 QD C",0.629,SEM_MATCH
SAO MIGUEL DOS CAMPOS,ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA,110,"SAO MIGUEL DOS CAMPOS|ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA|TRAVESSA SENADOR MAXIMO, 104",0.6212,SEM_MATCH
UNIAO DOS PALMARES,CRECHE MUNICIPAL TIA SUZETE,108,UNIAO DOS PALMARES|CRECHE MUNICIPAL TIA SUZETE|CONJUNTO NOVA ESPERANCA,0.5567,SEM_MATCH
ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL GUIMARÃES PASSOS,106,ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL GUIMARAES PASSOS|VILA FERNANDES,0.7826,MATCH_FRACO
MARECHAL DEODORO,NEI ADÉLIA CAVALCANTE COSTA,106,MARECHAL DEODORO|NEI ADELIA CAVALCANTE COSTA|RUA DOS CAJUEIROS,0.6067,SEM_MATCH
UNIAO DOS PALMARES,ESCOLA DE ENSINO FUNDAMENTAL FERNANDO JUAZEIRO,106,"MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PEDRO SURUAGY|AV. MACEIO, S/N",0.6972,SEM_MATCH
SAO MIGUEL DOS CAMPOS,ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA,101,"SAO MIGUEL DOS CAMPOS|ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA|RUA PROJETADA, S/N",0.726,SEM_MATCH
PALMEIRA DOS INDIOS,GRUPO ESCOLAR ANTÔNIA MACEDO,101,PALMEIRA DOS INDIOS|GRUPO ESCOLAR ANTONIA MACEDO|RUA CEL ANTONIO PANTALEAO SN,0.5333,SEM_MATCH
MACEIO,COLÉGIO DOM BOSCO (ANTIGO COLÉGIO CARVALHO),99,MACEIO|COLEGIO DOM BOSCO (ANTIGO COLEGIO CARVALHO)|RUA EURICO AYRES N. 131,0.7321,SEM_MATCH
MACEIO,ESC. EST. PROFª EROTILDES RODRIGUES SALDANHA (EX SEN PETRÔNIO PORTELA),99,"MACEIO|ESC. EST. PROFa EROTILDES RODRIGUES SALDANHA (EX SEN PETRONIO PORTELA)|RUA GOV. LAMENHA FILHO, S/N",0.8,MATCH_FRACO
MACEIO,COLÉGIO ROSA MÍSTICA,99,"MACEIO|COLEGIO INTENSIVO|LARGO DA VITORIA, 215",0.4923,SEM_MATCH
MACEIO,CMEI SÔNIA CAVALCANTI,98,MARECHAL DEODORO|NEI TANIA CAVALCANTE|AV CATUCABA SN,0.4658,SEM_MATCH
MACEIO,ESCOLA ESTADUAL MARIA AMÁLIA,98,RIO LARGO|ESCOLA ESTADUAL TABULEIRO DO PINTO|RUA DA CAIXA SN,0.5682,SEM_MATCH
PENEDO,IFAL - CAMPUS PENEDO,96,"MACEIO|IFAL - CAMPUS BENEDITO BENTES|AVENIDA BENEDITO BENTES, S/N",0.425,SEM_MATCH
MARECHAL DEODORO,NEI MARIA IRENE DA SILVA,96,MARECHAL DEODORO|NEI MARIA IRENE DA SILVA|AV VIOLETA SN RD DENISSON AMORIM,0.4898,SEM_MATCH
PALMEIRA DOS INDIOS,ESCOLA ESTADUAL MANOEL PASSOS LIMA,95,"PALMEIRA DOS INDIOS|ESCOLA ESTADUAL MANOEL PASSOS LIMA|RUA GERVASIO MOREIRA, S/N",0.6018,SEM_MATCH
PENEDO,FACULDADE RAIMUNDO MARINHO DE PENEDO,92,"PENEDO|FACULDADE RAIMUNDO MARINHO DE PENEDO|RUA 15 DE NOVEMBRO, FRM",0.7059,SEM_MATCH
MACEIO,ESC. MUN. NOSSA SRª APARECIDA (PRÉDIO DO ANTIGO COL.SAGRADA FAMÍLIA),91,"MACEIO|ESC. MUN. NOSSA SRa APARECIDA (PREDIO DO ANTIGO COL.SAGRADA FAMILIA)|RUA PROFESSORA MARIA JOSE LOUREIRO, S/N",0.7459,SEM_MATCH
MACEIO,ESCOLA EST. DOM ADELMO MACHADO,89,"MACEIO|ESCOLA EST. DOM ADELMO MACHADO|RUA DOM ADELMO MACHADO, S/N",0.6304,SEM_MATCH
RIO LARGO,CMEI DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS,88,"RIO LARGO|CMEI DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS|CJ ANTONIO LINS DE SOUSA , QD6, MATA DO ROLO",0.6533,SEM_MATCH
DELMIRO GOUVEIA,"NOEMIA BANDEIRA DA SILVA,ESCOLA",86,"DELMIRO GOUVEIA|NOEMIA BANDEIRA DA SILVA,ESCOLA|RUA DO CHAFARIZ, SN",0.6392,SEM_MATCH
MACEIO,ESC. MUN. PROFª NEIDE DE FREITAS FRANÇA,84,"MACEIO|ESC. MUN. PROFa NEIDE DE FREITAS FRANCA|CONJ. OTACILIO HOLANDA, S/N",0.6964,SEM_MATCH
MACEIO,SEADES - SEC. DE EST. DA ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL,84,MACEIO|SEADES - SEC. DE EST. DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL|RUA COMENDADOR CALACA 1339,0.7703,MATCH_FRACO
MACEIO,GRUPO ESCOLAR ANTÔNIO VASCO,82,"MACEIO|GRUPO ESCOLAR ANTONIO VASCO|PRACA JOSE EMIDIO DE CARVALHO, S/N",0.5684,SEM_MATCH
MACEIO,ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA,82,"MACEIO|ESCOLA ESTADUAL MAJOR EDUARDO EMILIANO DA FONSECA|RUA DR LUIS DE BARROS, S/N",0.7259,SEM_MATCH
PENEDO,GRUPO ESCOLAR ESTADUAL GABINO BESOURO,81,"PENEDO|GRUPO ESCOLAR ESTADUAL GABINO BESOURO|AVENIDA NILO PECANHA, 182, PROXIMO AO TIRO DE GUERRA",0.5606,SEM_MATCH
MARECHAL DEODORO,ESCOLA PROFESSORA ELEUZA GALVÃO RODAS,79,MARECHAL DEODORO|ESCOLA PROFESSORA ELEUZA GALVAO RODAS|RUA ARTHUR PAIVA REGO SN,0.6379,SEM_MATCH
DELMIRO GOUVEIA,ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS,79,"DELMIRO GOUVEIA|ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS|RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE",0.585,SEM_MATCH
CORURIPE,ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO,77,"CORURIPE|ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO|RUA ABELARDO HOLANDA, 105",0.7069,SEM_MATCH
MARECHAL DEODORO,ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS,76,MARECHAL DEODORO|ESCOLA MUNICIPAL PREFEITO EDIVAL LEMOS SANTOS|AV. SAO JOSE POEIRA SN,0.6977,SEM_MATCH
RIO LARGO,CRIA-CENTRO INFANTIL CORÁLIA GOMES DA SILVA,76,"RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO",0.6187,SEM_MATCH
CORURIPE,ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT,71,"CORURIPE|ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT|POVOADO MIAI DE BAIXO, S/N",0.72,SEM_MATCH
DELMIRO GOUVEIA,"ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)",69,"DELMIRO GOUVEIA|ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)|POVOADO LAGOINHAS S/N",0.6833,SEM_MATCH
UNIAO DOS PALMARES,ESCOLA MUNICIPAL LAURA PEREIRA DA SILVA,66,"UNIAO DOS PALMARES|ESCOLA MUNICIPAL LAURA PEREIRA DA SILVA|RUA CUPERTINO DOS PRAZERES, S/N",0.6094,SEM_MATCH
PENEDO,ESCOLA ESTADUAL HERMÍLIO DE FREITAS MELRO,62,"MACEIO|ESCOLA ESTADUAL ROTARY|AV. DURVAL DE GOES MONTEIRO, S/N",0.5743,SEM_MATCH
MACEIO,COLÉGIO SÃO JERÔNIMO,62,"MACEIO|COLEGIO DINAMICO|AVENIDA MACEIO, N 83",0.5079,SEM_MATCH
PENEDO,UNIDADE DE ENSINO DE PENEDO/UFAL,58,"PENEDO|UNIDADE DE ENSINO DE PENEDO/UFAL|AVENIDA BEIRA RIO, S/N, UFAL, PX. A DELEGACIA DE POLICIA",0.5161,SEM_MATCH
MACEIO,ESCOLA MUNICIPAL JOÃO FEITOSA,57,"MACEIO|ESCOLA MUNICIPAL TOBIAS GRANJA|RUA SAO JOSE, 888",0.5542,SEM_MATCH
DELMIRO GOUVEIA,"ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFª",55,"DELMIRO GOUVEIA|ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFa|RUA MARTINHA CARDEAL S/N",0.6667,SEM_MATCH
PALMEIRA DOS INDIOS,ESCOLA ESTADUAL DIJANIRA SANTOS SILVA,52,PALMEIRA DOS INDIOS|ESCOLA ESTADUAL DIJANIRA SANTOS SILVA|POVOADO SANTO ANTONIO,0.6379,SEM_MATCH
DELMIRO GOUVEIA,"MANOEL MOURA, COLEGIO DE 1 GRAU",52,"DELMIRO GOUVEIA|MANOEL MOURA, COLEGIO DE 1 GRAU|POVOADO BARRAGEM",0.6452,SEM_MATCH
DELMIRO GOUVEIA,"JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR",51,"DELMIRO GOUVEIA|JOSE CORREIA DOS SANTOS,GRUPO ESCOLAR|POVOADO SINIMBU",0.6981,SEM_MATCH
PENEDO,EMEB HANNA BERTHOLET,50,PENEDO|EMEB HANNA BERTHOLET|POVOADO SANTA MARGARIDA,0.5634,SEM_MATCH
MARECHAL DEODORO,ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO,47,MARECHAL DEODORO|ESCOLA MUNICIPAL ADELINA DE CARVALHO MELO|RUA ADELINA DE CARVALHO MELO SN,0.626,SEM_MATCH
MARECHAL DEODORO,UBS - MARIA DO CARMO ARAÚJO SOARES,45,"MARECHAL DEODORO|UBS - MARIA DO CARMO ARAUJO SOARES|RUA ADELINA DE CARVALHO MELO, S/N",0.5614,SEM_MATCH
DELMIRO GOUVEIA,GRUPO ESCOLAR CASTRO ALVES,41,DELMIRO GOUVEIA|GRUPO ESCOLAR CASTRO ALVES|POVOADO BARRAGEM,0.6118,SEM_MATCH
DELMIRO GOUVEIA,"JOSE CORREIA FILHO,ESCOLA",39,"DELMIRO GOUVEIA|JOSE CORREIA FILHO,ESCOLA|POVOADO JARDIM CORDEIRO",0.5556,SEM_MATCH
MACEIO,CRECHE AGENOR FERNANDES PONTES,39,"MACEIO|CRECHE AGENOR FERNANDES PONTES|VILA GOIABEIRA, 132",0.6977,SEM_MATCH
DELMIRO GOUVEIA,"RUI BARBOSA,ESCOLA MUNICIPAL",37,"DELMIRO GOUVEIA|RUI BARBOSA,ESCOLA MUNICIPAL|POVOADO SAO SEBASTIAO",0.5957,SEM_MATCH
PENEDO,ESCOLA ESTADUAL CLEMENTINO DO MONTE,35,"MACEIO|ESCOLA ESTADUAL ROTARY|AV. DURVAL DE GOES MONTEIRO, S/N",0.5474,SEM_MATCH
PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL NOÉ SIMPLÍCIO,34,PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL NOE SIMPLICIO|POVOADO BONIFACIO,0.6122,SEM_MATCH
PALMEIRA DOS INDIOS,ESCOLA ESTADUAL EGÍDIO BARBOSA,32,"MACEIO|E.E. DOM OTAVIO BARBOSA AGUIAR|RUA A-20, S/N",0.5934,SEM_MATCH
PALMEIRA DOS INDIOS,ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA,31,PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA|POVOADO CORURIPE DA CAL,0.6271,SEM_MATCH
DELMIRO GOUVEIA,"RAIMYSON SILVA NASCIMENTO, EMEF",30,"DELMIRO GOUVEIA|RAIMYSON SILVA NASCIMENTO, EMEF|POVOADO CARAIBEIRINHAS",0.6061,SEM_MATCH
DELMIRO GOUVEIA,"SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL",29,"DELMIRO GOUVEIA|SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL|POVOADO SALGADO",0.7193,SEM_MATCH
PENEDO,EMEB SANTO ANTÔNIO,28,PENEDO|EMEB SANTO ANTONIO|POVOADO TABULEIRO DOS NEGROS,0.5,SEM_MATCH
PALMEIRA DOS INDIOS,UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS ÍNDIOS,26,"PALMEIRA DOS INDIOS|UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS INDIOS|RODOVIA EDUARDO ALVES DA SILVA, KM 03",0.6705,SEM_MATCH
DELMIRO GOUVEIA,"ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.",25,"DELMIRO GOUVEIA|ANTENOR CORREIA SERPA, ESCOLA MUNICIPAL DR.|POVOADO CRUZ",0.7563,MATCH_FRACO
PENEDO,EMEB PROFª MARIA DA GLÓRIA PIMENTEIRA,24,PENEDO|EMEB PROFa MARIA DA GLORIA PIMENTEIRA|POVOADO PONTA MOFINA,0.7129,SEM_MATCH
DELMIRO GOUVEIA,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA JUSCELINO KUBISTCHEK DE OLIVEIRA,23,DELMIRO GOUVEIA|ESCOLA MUNICIPAL DE EDUCACAO BASICA JUSCELINO KUBISTCHEK DE OLIVEIRA|POVOADO ALTO BONITO,0.7907,MATCH_FRACO
PENEDO,EMEB PROFESSOR IRÊNIO ARAÚJO,17,PENEDO|EMEB PROFESSOR IRENIO ARAUJO|POVOADO MARITUBA DO PEIXE,0.6292,SEM_MATCH
